,ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
1226,GA,2020-04-04,134,133,0,0,1
1227,IB,2020-04-04,25,23,2,0,0
1228,MC,2020-04-04,22,19,3,0,0
1229,MD,2020-04-04,716,714,0,0,2
1230,ML,2020-04-04,3,2,1,0,0
1231,NC,2020-04-04,88,76,12,0,0
1232,PV,2020-04-04,216,201,0,0,15
1233,RI,2020-04-04,55,53,2,0,0
1234,VC,2020-04-04,142,118,19,0,5
1235,AN,2020-04-05,276,159,117,0,0
1236,AR,2020-04-05,95,94,0,1,0
1237,AS,2020-04-05,43,43,0,0,0
1238,CB,2020-04-05,25,25,0,0,0
1239,CE,2020-04-05,2,0,0,0,2
1240,CL,2020-04-05,390,318,72,0,0
1241,CM,2020-04-05,462,237,33,1,191
1242,CN,2020-04-05,17,15,0,0,2
1243,CT,2020-04-05,845,805,0,0,40
1244,EX,2020-04-05,53,25,28,0,0
1245,GA,2020-04-05,118,115,2,0,1
1246,IB,2020-04-05,30,27,2,0,1
1247,MC,2020-04-05,29,11,18,0,0
1248,MD,2020-04-05,636,635,0,0,1
1249,ML,2020-04-05,1,0,1,0,0
1250,NC,2020-04-05,101,86,15,0,0
1251,PV,2020-04-05,229,218,0,0,11
1252,RI,2020-04-05,36,35,1,0,0
1253,VC,2020-04-05,122,105,12,0,5
1254,AN,2020-04-06,187,137,49,0,1
1255,AR,2020-04-06,125,125,0,0,0
1256,AS,2020-04-06,41,41,0,0,0
1257,CB,2020-04-06,28,27,1,0,0
1258,CE,2020-04-06,3,1,0,0,2
1259,CL,2020-04-06,594,461,133,0,0
1260,CM,2020-04-06,416,126,25,1,264
1261,CN,2020-04-06,13,13,0,0,0
1262,CT,2020-04-06,817,738,0,1,78
1263,EX,2020-04-06,78,37,41,0,0
1264,GA,2020-04-06,184,177,6,0,1
1265,IB,2020-04-06,26,21,5,0,0
1266,MC,2020-04-06,15,6,9,0,0
1267,MD,2020-04-06,626,625,0,0,1
1268,ML,2020-04-06,0,0,0,0,0
1269,NC,2020-04-06,149,132,17,0,0
1270,PV,2020-04-06,298,284,0,0,14
1271,RI,2020-04-06,41,41,0,0,0
1272,VC,2020-04-06,180,137,37,0,6
1273,AN,2020-04-07,266,163,103,0,0
1274,AR,2020-04-07,108,108,0,0,0
1275,AS,2020-04-07,45,45,0,0,0
1276,CB,2020-04-07,13,13,0,0,0
1277,CE,2020-04-07,2,0,0,0,2
1278,CL,2020-04-07,430,328,102,0,0
1279,CM,2020-04-07,363,97,23,0,243
1280,CN,2020-04-07,26,24,0,0,2
1281,CT,2020-04-07,743,677,0,0,66
1282,EX,2020-04-07,72,27,45,0,0
1283,GA,2020-04-07,154,148,3,0,3
1284,IB,2020-04-07,19,18,1,0,0
1285,MC,2020-04-07,10,4,5,0,1
1286,MD,2020-04-07,748,746,0,0,2
1287,ML,2020-04-07,2,2,0,0,0
1288,NC,2020-04-07,118,84,34,0,0
1289,PV,2020-04-07,241,223,0,0,18
1290,RI,2020-04-07,52,51,1,0,0
1291,VC,2020-04-07,171,127,39,0,5
1292,AN,2020-04-08,251,132,119,0,0
1293,AR,2020-04-08,111,110,0,0,1
1294,AS,2020-04-08,48,48,0,0,0
1295,CB,2020-04-08,26,26,0,0,0
1296,CE,2020-04-08,1,0,1,0,0
1297,CL,2020-04-08,509,372,136,1,0
1298,CM,2020-04-08,365,106,21,0,238
1299,CN,2020-04-08,16,14,0,0,2
1300,CT,2020-04-08,994,952,0,2,40
1301,EX,2020-04-08,83,36,47,0,0
1302,GA,2020-04-08,150,147,2,0,1
1303,IB,2020-04-08,23,22,1,0,0
1304,MC,2020-04-08,40,16,24,0,0
1305,MD,2020-04-08,682,682,0,0,0
1306,ML,2020-04-08,0,0,0,0,0
1307,NC,2020-04-08,119,93,26,0,0
1308,PV,2020-04-08,243,218,0,0,25
1309,RI,2020-04-08,45,39,6,0,0
1310,VC,2020-04-08,170,125,41,0,4
1311,AN,2020-04-09,137,85,52,0,0
1312,AR,2020-04-09,102,89,0,0,13
1313,AS,2020-04-09,43,43,0,0,0
1314,CB,2020-04-09,23,23,0,0,0
1315,CE,2020-04-09,3,1,1,0,1
1316,CL,2020-04-09,537,351,186,0,0
1317,CM,2020-04-09,344,81,9,2,252
1318,CN,2020-04-09,26,23,0,0,3
1319,CT,2020-04-09,1052,1009,0,1,42
1320,EX,2020-04-09,76,21,55,0,0
1321,GA,2020-04-09,159,149,8,0,2
1322,IB,2020-04-09,11,8,3,0,0
1323,MC,2020-04-09,27,5,21,0,1
1324,MD,2020-04-09,641,637,0,0,4
1325,ML,2020-04-09,0,0,0,0,0
1326,NC,2020-04-09,112,79,33,0,0
1327,PV,2020-04-09,215,193,0,0,22
1328,RI,2020-04-09,44,42,2,0,0
1329,VC,2020-04-09,173,117,51,0,5
1330,AN,2020-04-10,218,98,120,0,0
1331,AR,2020-04-10,83,73,0,1,9
1332,AS,2020-04-10,57,57,0,0,0
1333,CB,2020-04-10,29,29,0,0,0
1334,CE,2020-04-10,1,0,0,0,1
1335,CL,2020-04-10,558,324,234,0,0
1336,CM,2020-04-10,298,70,18,0,210
1337,CN,2020-04-10,14,13,0,0,1
1338,CT,2020-04-10,1012,966,0,1,45
1339,EX,2020-04-10,98,39,59,0,0
1340,GA,2020-04-10,80,71,9,0,0
1341,IB,2020-04-10,21,17,4,0,0
1342,MC,2020-04-10,12,5,7,0,0
1343,MD,2020-04-10,709,707,0,0,2
1344,ML,2020-04-10,1,1,0,0,0
1345,NC,2020-04-10,106,69,37,0,0
1346,PV,2020-04-10,199,176,0,0,23
1347,RI,2020-04-10,40,39,1,0,0
1348,VC,2020-04-10,141,95,45,0,1
1349,AN,2020-04-11,162,94,68,0,0
1350,AR,2020-04-11,63,57,0,0,6
1351,AS,2020-04-11,53,53,0,0,0
1352,CB,2020-04-11,24,24,0,0,0
1353,CE,2020-04-11,2,0,2,0,0
1354,CL,2020-04-11,481,310,171,0,0
1355,CM,2020-04-11,155,59,13,0,83
1356,CN,2020-04-11,14,14,0,0,0
1357,CT,2020-04-11,1059,1029,0,1,29
1358,EX,2020-04-11,71,27,44,0,0
1359,GA,2020-04-11,66,63,2,0,1
1360,IB,2020-04-11,15,14,1,0,0
1361,MC,2020-04-11,12,5,7,0,0
1362,MD,2020-04-11,575,574,1,0,0
1363,ML,2020-04-11,0,0,0,0,0
1364,NC,2020-04-11,84,45,39,0,0
1365,PV,2020-04-11,140,124,0,0,16
1366,RI,2020-04-11,25,23,2,0,0
1367,VC,2020-04-11,133,78,50,0,5
1368,AN,2020-04-12,129,81,48,0,0
1369,AR,2020-04-12,55,51,0,0,4
1370,AS,2020-04-12,23,23,0,0,0
1371,CB,2020-04-12,46,46,0,0,0
1372,CE,2020-04-12,0,0,0,0,0
1373,CL,2020-04-12,326,159,167,0,0
1374,CM,2020-04-12,225,72,6,0,147
1375,CN,2020-04-12,8,8,0,0,0
1376,CT,2020-04-12,667,646,0,0,21
1377,EX,2020-04-12,47,21,26,0,0
1378,GA,2020-04-12,66,62,3,0,1
1379,IB,2020-04-12,15,15,0,0,0
1380,MC,2020-04-12,11,4,4,0,3
1381,MD,2020-04-12,501,500,0,0,1
1382,ML,2020-04-12,1,1,0,0,0
1383,NC,2020-04-12,90,59,31,0,0
1384,PV,2020-04-12,153,142,0,0,11
1385,RI,2020-04-12,22,22,0,0,0
1386,VC,2020-04-12,83,67,14,0,2
1387,AN,2020-04-13,111,70,41,0,0
1388,AR,2020-04-13,83,71,0,0,12
1389,AS,2020-04-13,32,32,0,0,0
1390,CB,2020-04-13,35,35,0,0,0
1391,CE,2020-04-13,2,0,1,0,1
1392,CL,2020-04-13,511,234,277,0,0
1393,CM,2020-04-13,327,106,10,1,210
1394,CN,2020-04-13,13,12,0,0,1
1395,CT,2020-04-13,597,549,0,2,46
1396,EX,2020-04-13,68,24,44,0,0
1397,GA,2020-04-13,110,103,7,0,0
1398,IB,2020-04-13,15,10,4,0,1
1399,MC,2020-04-13,7,1,6,0,0
1400,MD,2020-04-13,382,379,0,0,3
1401,ML,2020-04-13,1,1,0,0,0
1402,NC,2020-04-13,87,56,31,0,0
1403,PV,2020-04-13,131,110,0,0,21
1404,RI,2020-04-13,29,25,4,0,0
1405,VC,2020-04-13,99,63,31,0,5
1406,AN,2020-04-14,210,58,152,0,0
1407,AR,2020-04-14,53,44,0,0,9
1408,AS,2020-04-14,30,30,0,0,0
1409,CB,2020-04-14,14,14,0,0,0
1410,CE,2020-04-14,0,0,0,0,0
1411,CL,2020-04-14,461,201,260,0,0
1412,CM,2020-04-14,233,67,17,0,149
1413,CN,2020-04-14,13,12,0,0,1
1414,CT,2020-04-14,726,697,0,1,28
1415,EX,2020-04-14,87,28,59,0,0
1416,GA,2020-04-14,100,64,34,0,2
1417,IB,2020-04-14,10,8,2,0,0
1418,MC,2020-04-14,7,5,2,0,0
1419,MD,2020-04-14,497,493,0,0,4
1420,ML,2020-04-14,0,0,0,0,0
1421,NC,2020-04-14,100,48,52,0,0
1422,PV,2020-04-14,105,90,0,0,15
1423,RI,2020-04-14,24,24,0,0,0
1424,VC,2020-04-14,98,63,29,0,6
1425,AN,2020-04-15,216,90,126,0,0
1426,AR,2020-04-15,79,64,0,0,15
1427,AS,2020-04-15,40,40,0,0,0
1428,CB,2020-04-15,17,17,0,0,0
1429,CE,2020-04-15,0,0,0,0,0
1430,CL,2020-04-15,342,174,168,0,0
1431,CM,2020-04-15,180,77,6,0,97
1432,CN,2020-04-15,15,15,0,0,0
1433,CT,2020-04-15,750,726,0,1,23
1434,EX,2020-04-15,97,25,72,0,0
1435,GA,2020-04-15,199,97,100,0,2
1436,IB,2020-04-15,9,5,4,0,0
1437,MC,2020-04-15,9,5,3,0,1
1438,MD,2020-04-15,504,503,0,0,1
1439,ML,2020-04-15,0,0,0,0,0
1440,NC,2020-04-15,78,35,43,0,0
1441,PV,2020-04-15,109,99,0,0,10
1442,RI,2020-04-15,16,14,2,0,0
1443,VC,2020-04-15,151,72,75,0,4
1444,AN,2020-04-16,175,50,125,0,0
1445,AR,2020-04-16,63,55,0,0,8
1446,AS,2020-04-16,12,12,0,0,0
1447,CB,2020-04-16,18,18,0,0,0
1448,CE,2020-04-16,1,1,0,0,0
1449,CL,2020-04-16,298,143,155,0,0
1450,CM,2020-04-16,127,33,10,0,84
1451,CN,2020-04-16,15,14,0,0,1
1452,CT,2020-04-16,713,699,0,0,14
1453,EX,2020-04-16,69,23,45,1,0
1454,GA,2020-04-16,108,69,36,0,3
1455,IB,2020-04-16,14,14,0,0,0
1456,MC,2020-04-16,2,1,1,0,0
1457,MD,2020-04-16,597,596,0,0,1
1458,ML,2020-04-16,0,0,0,0,0
1459,NC,2020-04-16,61,30,31,0,0
1460,PV,2020-04-16,128,108,0,0,20
1461,RI,2020-04-16,29,28,1,0,0
1462,VC,2020-04-16,130,52,75,0,3
1463,AN,2020-04-17,141,63,78,0,0
1464,AR,2020-04-17,69,53,0,0,16
1465,AS,2020-04-17,12,12,0,0,0
1466,CB,2020-04-17,27,26,0,0,1
1467,CE,2020-04-17,1,0,1,0,0
1468,CL,2020-04-17,205,145,60,0,0
1469,CM,2020-04-17,145,24,14,0,107
1470,CN,2020-04-17,8,8,0,0,0
1471,CT,2020-04-17,610,583,0,0,27
1472,EX,2020-04-17,101,28,73,0,0
1473,GA,2020-04-17,98,52,43,0,3
1474,IB,2020-04-17,11,7,3,0,1
1475,MC,2020-04-17,6,3,3,0,0
1476,MD,2020-04-17,389,389,0,0,0
1477,ML,2020-04-17,0,0,0,0,0
1478,NC,2020-04-17,86,44,42,0,0
1479,PV,2020-04-17,150,132,0,0,18
1480,RI,2020-04-17,25,23,2,0,0
1481,VC,2020-04-17,157,82,72,0,3
1482,AN,2020-04-18,135,41,94,0,0
1483,AR,2020-04-18,57,55,0,0,2
1484,AS,2020-04-18,9,9,0,0,0
1485,CB,2020-04-18,13,13,0,0,0
1486,CE,2020-04-18,1,0,1,0,0
1487,CL,2020-04-18,171,94,76,1,0
1488,CM,2020-04-18,97,32,6,0,59
1489,CN,2020-04-18,9,9,0,0,0
1490,CT,2020-04-18,451,427,0,0,24
1491,EX,2020-04-18,90,18,72,0,0
1492,GA,2020-04-18,107,62,45,0,0
1493,IB,2020-04-18,14,12,2,0,0
1494,MC,2020-04-18,5,0,5,0,0
1495,MD,2020-04-18,470,470,0,0,0
1496,ML,2020-04-18,0,0,0,0,0
1497,NC,2020-04-18,65,39,26,0,0
1498,PV,2020-04-18,108,97,0,0,11
1499,RI,2020-04-18,17,17,0,0,0
1500,VC,2020-04-18,199,52,142,0,5
1501,AN,2020-04-19,74,28,46,0,0
1502,AR,2020-04-19,44,35,0,0,9
1503,AS,2020-04-19,6,6,0,0,0
1504,CB,2020-04-19,15,15,0,0,0
1505,CE,2020-04-19,0,0,0,0,0
1506,CL,2020-04-19,217,136,81,0,0
1507,CM,2020-04-19,105,33,1,0,71
1508,CN,2020-04-19,15,15,0,0,0
1509,CT,2020-04-19,268,259,0,0,9
1510,EX,2020-04-19,48,11,36,1,0
1511,GA,2020-04-19,57,47,10,0,0
1512,IB,2020-04-19,10,8,2,0,0
1513,MC,2020-04-19,4,3,1,0,0
1514,MD,2020-04-19,265,264,0,0,1
1515,ML,2020-04-19,0,0,0,0,0
1516,NC,2020-04-19,46,35,11,0,0
1517,PV,2020-04-19,54,50,0,0,4
1518,RI,2020-04-19,14,14,0,0,0
1519,VC,2020-04-19,71,25,45,0,1
1520,AN,2020-04-20,77,37,40,0,0
1521,AR,2020-04-20,45,30,0,0,15
1522,AS,2020-04-20,7,7,0,0,0
1523,CB,2020-04-20,24,24,0,0,0
1524,CE,2020-04-20,1,1,0,0,0
1525,CL,2020-04-20,260,195,64,1,0
1526,CM,2020-04-20,142,53,3,0,86
1527,CN,2020-04-20,16,15,0,0,1
1528,CT,2020-04-20,366,338,0,1,27
1529,EX,2020-04-20,49,31,18,0,0
1530,GA,2020-04-20,89,62,23,0,4
1531,IB,2020-04-20,18,14,3,0,1
1532,MC,2020-04-20,2,1,1,0,0
1533,MD,2020-04-20,281,281,0,0,0
1534,ML,2020-04-20,2,2,0,0,0
1535,NC,2020-04-20,63,31,32,0,0
1536,PV,2020-04-20,82,78,0,0,4
1537,RI,2020-04-20,9,9,0,0,0
1538,VC,2020-04-20,72,35,34,0,3
1539,AN,2020-04-21,154,38,116,0,0
1540,AR,2020-04-21,132,37,0,0,95
1541,AS,2020-04-21,16,16,0,0,0
1542,CB,2020-04-21,10,10,0,0,0
1543,CE,2020-04-21,2,0,2,0,0
1544,CL,2020-04-21,278,119,159,0,0
1545,CM,2020-04-21,147,34,4,0,109
1546,CN,2020-04-21,7,7,0,0,0
1547,CT,2020-04-21,199,179,0,1,19
1548,EX,2020-04-21,69,16,53,0,0
1549,GA,2020-04-21,98,43,48,0,7
1550,IB,2020-04-21,11,7,4,0,0
1551,MC,2020-04-21,7,2,5,0,0
1552,MD,2020-04-21,477,477,0,0,0
1553,ML,2020-04-21,0,0,0,0,0
1554,NC,2020-04-21,30,11,19,0,0
1555,PV,2020-04-21,78,70,0,0,8
1556,RI,2020-04-21,6,4,2,0,0
1557,VC,2020-04-21,178,50,123,0,5
1558,AN,2020-04-22,134,27,107,0,0
1559,AR,2020-04-22,100,57,0,0,43
1560,AS,2020-04-22,8,8,0,0,0
1561,CB,2020-04-22,26,26,0,0,0
1562,CE,2020-04-22,3,1,2,0,0
1563,CL,2020-04-22,255,163,92,0,0
1564,CM,2020-04-22,150,24,5,0,121
1565,CN,2020-04-22,7,7,0,0,0
1566,CT,2020-04-22,323,302,0,1,20
1567,EX,2020-04-22,85,27,58,0,0
1568,GA,2020-04-22,134,48,75,0,11
1569,IB,2020-04-22,8,5,2,0,1
1570,MC,2020-04-22,8,3,5,0,0
1571,MD,2020-04-22,458,457,0,0,1
1572,ML,2020-04-22,1,1,0,0,0
1573,NC,2020-04-22,53,21,32,0,0
1574,PV,2020-04-22,65,49,0,0,16
1575,RI,2020-04-22,15,14,1,0,0
1576,VC,2020-04-22,156,35,120,0,1
1577,AN,2020-04-23,168,35,133,0,0
1578,AR,2020-04-23,27,21,0,0,6
1579,AS,2020-04-23,9,9,0,0,0
1580,CB,2020-04-23,26,26,0,0,0
1581,CE,2020-04-23,3,0,3,0,0
1582,CL,2020-04-23,212,79,132,0,1
1583,CM,2020-04-23,88,22,2,0,64
1584,CN,2020-04-23,5,3,0,0,2
1585,CT,2020-04-23,275,261,0,0,14
1586,EX,2020-04-23,84,14,70,0,0
1587,GA,2020-04-23,125,57,60,0,8
1588,IB,2020-04-23,5,5,0,0,0
1589,MC,2020-04-23,12,3,9,0,0
1590,MD,2020-04-23,369,369,0,0,0
1591,ML,2020-04-23,0,0,0,0,0
1592,NC,2020-04-23,56,19,37,0,0
1593,PV,2020-04-23,66,58,0,0,8
1594,RI,2020-04-23,13,13,0,0,0
1595,VC,2020-04-23,191,43,142,0,6
1596,AN,2020-04-24,170,46,124,0,0
1597,AR,2020-04-24,25,21,0,0,4
1598,AS,2020-04-24,17,17,0,0,0
1599,CB,2020-04-24,13,13,0,0,0
1600,CE,2020-04-24,1,0,1,0,0
1601,CL,2020-04-24,292,138,154,0,0
1602,CM,2020-04-24,56,15,0,1,40
1603,CN,2020-04-24,11,10,0,0,1
1604,CT,2020-04-24,271,245,0,1,25
1605,EX,2020-04-24,112,16,96,0,0
1606,GA,2020-04-24,124,38,79,0,7
1607,IB,2020-04-24,10,9,1,0,0
1608,MC,2020-04-24,6,0,6,0,0
1609,MD,2020-04-24,238,237,0,0,1
1610,ML,2020-04-24,1,1,0,0,0
1611,NC,2020-04-24,62,21,41,0,0
1612,PV,2020-04-24,97,85,0,0,12
1613,RI,2020-04-24,4,3,1,0,0
1614,VC,2020-04-24,230,40,187,0,3
1615,AN,2020-04-25,57,24,33,0,0
1616,AR,2020-04-25,33,19,0,0,14
1617,AS,2020-04-25,3,3,0,0,0
1618,CB,2020-04-25,12,12,0,0,0
1619,CE,2020-04-25,1,1,0,0,0
1620,CL,2020-04-25,139,87,52,0,0
1621,CM,2020-04-25,52,14,2,0,36
1622,CN,2020-04-25,4,4,0,0,0
1623,CT,2020-04-25,173,162,0,1,10
1624,EX,2020-04-25,87,23,64,0,0
1625,GA,2020-04-25,36,25,10,0,1
1626,IB,2020-04-25,11,10,1,0,0
1627,MC,2020-04-25,3,2,1,0,0
1628,MD,2020-04-25,131,131,0,0,0
1629,ML,2020-04-25,1,1,0,0,0
1630,NC,2020-04-25,39,21,18,0,0
1631,PV,2020-04-25,47,38,0,0,9
1632,RI,2020-04-25,5,5,0,0,0
1633,VC,2020-04-25,106,38,66,0,2
1634,AN,2020-04-26,36,15,21,0,0
1635,AR,2020-04-26,21,16,0,0,5
1636,AS,2020-04-26,5,5,0,0,0
1637,CB,2020-04-26,4,4,0,0,0
1638,CE,2020-04-26,0,0,0,0,0
1639,CL,2020-04-26,108,41,67,0,0
1640,CM,2020-04-26,95,17,4,0,74
1641,CN,2020-04-26,2,2,0,0,0
1642,CT,2020-04-26,139,133,0,0,6
1643,EX,2020-04-26,24,12,12,0,0
1644,GA,2020-04-26,26,16,8,0,2
1645,IB,2020-04-26,0,0,0,0,0
1646,MC,2020-04-26,6,3,3,0,0
1647,MD,2020-04-26,124,124,0,0,0
1648,ML,2020-04-26,0,0,0,0,0
1649,NC,2020-04-26,12,8,4,0,0
1650,PV,2020-04-26,41,31,0,0,10
1651,RI,2020-04-26,4,2,2,0,0
1652,VC,2020-04-26,38,19,18,0,1
1653,AN,2020-04-27,46,16,30,0,0
1654,AR,2020-04-27,66,24,0,1,41
1655,AS,2020-04-27,5,5,0,0,0
1656,CB,2020-04-27,2,2,0,0,0
1657,CE,2020-04-27,1,1,0,0,0
1658,CL,2020-04-27,132,44,88,0,0
1659,CM,2020-04-27,104,24,1,0,79
1660,CN,2020-04-27,3,3,0,0,0
1661,CT,2020-04-27,145,125,0,0,20
1662,EX,2020-04-27,20,10,10,0,0
1663,GA,2020-04-27,57,28,24,0,5
1664,IB,2020-04-27,3,3,0,0,0
1665,MC,2020-04-27,1,0,1,0,0
1666,MD,2020-04-27,185,185,0,0,0
1667,ML,2020-04-27,0,0,0,0,0
1668,NC,2020-04-27,23,20,3,0,0
1669,PV,2020-04-27,31,29,0,0,2
1670,RI,2020-04-27,4,4,0,0,0
1671,VC,2020-04-27,51,20,30,0,1
1672,AN,2020-04-28,130,18,112,0,0
1673,AR,2020-04-28,127,29,0,1,97
1674,AS,2020-04-28,10,10,0,0,0
1675,CB,2020-04-28,5,5,0,0,0
1676,CE,2020-04-28,2,1,1,0,0
1677,CL,2020-04-28,323,64,259,0,0
1678,CM,2020-04-28,92,17,1,0,74
1679,CN,2020-04-28,4,1,0,0,3
1680,CT,2020-04-28,160,153,0,0,7
1681,EX,2020-04-28,26,5,21,0,0
1682,GA,2020-04-28,80,20,51,0,9
1683,IB,2020-04-28,5,4,0,0,1
1684,MC,2020-04-28,16,0,16,0,0
1685,MD,2020-04-28,232,232,0,0,0
1686,ML,2020-04-28,0,0,0,0,0
1687,NC,2020-04-28,32,13,19,0,0
1688,PV,2020-04-28,49,38,0,0,11
1689,RI,2020-04-28,10,10,0,0,0
1690,VC,2020-04-28,120,37,82,0,1
1691,AN,2020-04-29,162,32,130,0,0
1692,AR,2020-04-29,39,23,0,0,16
1693,AS,2020-04-29,3,3,0,0,0
1694,CB,2020-04-29,5,5,0,0,0
1695,CE,2020-04-29,4,4,0,0,0
1696,CL,2020-04-29,244,47,197,0,0
1697,CM,2020-04-29,69,8,2,2,57
1698,CN,2020-04-29,4,3,0,0,1
1699,CT,2020-04-29,152,140,0,0,12
1700,EX,2020-04-29,59,15,44,0,0
1701,GA,2020-04-29,113,43,69,0,1
1702,IB,2020-04-29,3,2,1,0,0
1703,MC,2020-04-29,10,2,8,0,0
1704,MD,2020-04-29,214,214,0,0,0
1705,ML,2020-04-29,1,1,0,0,0
1706,NC,2020-04-29,50,18,32,0,0
1707,PV,2020-04-29,39,31,0,0,8
1708,RI,2020-04-29,5,5,0,0,0
1709,VC,2020-04-29,138,34,103,0,1
1710,AN,2020-04-30,119,21,97,1,0
1711,AR,2020-04-30,39,26,0,0,13
1712,AS,2020-04-30,10,10,0,0,0
1713,CB,2020-04-30,12,12,0,0,0
1714,CE,2020-04-30,0,0,0,0,0
1715,CL,2020-04-30,235,67,168,0,0
1716,CM,2020-04-30,73,7,0,0,66
1717,CN,2020-04-30,4,4,0,0,0
1718,CT,2020-04-30,189,176,0,1,12
1719,EX,2020-04-30,86,13,73,0,0
1720,GA,2020-04-30,96,24,58,0,14
1721,IB,2020-04-30,5,5,0,0,0
1722,MC,2020-04-30,25,1,24,0,0
1723,MD,2020-04-30,174,174,0,0,0
1724,ML,2020-04-30,1,1,0,0,0
1725,NC,2020-04-30,57,16,41,0,0
1726,PV,2020-04-30,33,26,0,0,7
1727,RI,2020-04-30,2,2,0,0,0
1728,VC,2020-04-30,114,19,94,0,1
1729,AN,2020-05-01,100,16,84,0,0
1730,AR,2020-05-01,15,15,0,0,0
1731,AS,2020-05-01,2,2,0,0,0
1732,CB,2020-05-01,16,16,0,0,0
1733,CE,2020-05-01,1,1,0,0,0
1734,CL,2020-05-01,336,53,281,2,0
1735,CM,2020-05-01,21,9,3,0,9
1736,CN,2020-05-01,9,9,0,0,0
1737,CT,2020-05-01,164,154,0,1,9
1738,EX,2020-05-01,97,23,74,0,0
1739,GA,2020-05-01,108,19,80,0,9
1740,IB,2020-05-01,10,8,2,0,0
1741,MC,2020-05-01,8,1,7,0,0
1742,MD,2020-05-01,193,193,0,0,0
1743,ML,2020-05-01,0,0,0,0,0
1744,NC,2020-05-01,72,21,51,0,0
1745,PV,2020-05-01,40,31,0,0,9
1746,RI,2020-05-01,1,1,0,0,0
1747,VC,2020-05-01,95,24,70,1,0
1748,AN,2020-05-02,95,15,80,0,0
1749,AR,2020-05-02,20,15,0,1,4
1750,AS,2020-05-02,3,3,0,0,0
1751,CB,2020-05-02,0,0,0,0,0
1752,CE,2020-05-02,2,2,0,0,0
1753,CL,2020-05-02,344,58,286,0,0
1754,CM,2020-05-02,16,6,4,0,6
1755,CN,2020-05-02,5,5,0,0,0
1756,CT,2020-05-02,153,148,0,0,5
1757,EX,2020-05-02,58,13,45,0,0
1758,GA,2020-05-02,84,23,46,0,15
1759,IB,2020-05-02,3,1,2,0,0
1760,MC,2020-05-02,17,1,16,0,0
1761,MD,2020-05-02,167,167,0,0,0
1762,ML,2020-05-02,0,0,0,0,0
1763,NC,2020-05-02,70,16,54,0,0
1764,PV,2020-05-02,50,41,0,0,9
1765,RI,2020-05-02,2,1,1,0,0
1766,VC,2020-05-02,110,31,76,0,3
1767,AN,2020-05-03,27,8,19,0,0
1768,AR,2020-05-03,18,16,0,2,0
1769,AS,2020-05-03,3,3,0,0,0
1770,CB,2020-05-03,3,3,0,0,0
1771,CE,2020-05-03,0,0,0,0,0
1772,CL,2020-05-03,113,58,55,0,0
1773,CM,2020-05-03,47,5,2,0,40
1774,CN,2020-05-03,0,0,0,0,0
1775,CT,2020-05-03,139,130,0,0,9
1776,EX,2020-05-03,11,5,6,0,0
1777,GA,2020-05-03,45,9,36,0,0
1778,IB,2020-05-03,4,3,1,0,0
1779,MC,2020-05-03,4,1,3,0,0
1780,MD,2020-05-03,71,71,0,0,0
1781,ML,2020-05-03,0,0,0,0,0
1782,NC,2020-05-03,23,10,13,0,0
1783,PV,2020-05-03,35,28,0,0,7
1784,RI,2020-05-03,2,2,0,0,0
1785,VC,2020-05-03,46,15,29,0,2
1786,AN,2020-05-04,49,18,31,0,0
1787,AR,2020-05-04,33,33,0,0,0
1788,AS,2020-05-04,4,4,0,0,0
1789,CB,2020-05-04,1,1,0,0,0
1790,CE,2020-05-04,0,0,0,0,0
1791,CL,2020-05-04,92,28,64,0,0
1792,CM,2020-05-04,21,17,1,1,2
1793,CN,2020-05-04,3,3,0,0,0
1794,CT,2020-05-04,122,112,0,1,9
1795,EX,2020-05-04,20,12,8,0,0
1796,GA,2020-05-04,75,13,49,0,13
1797,IB,2020-05-04,1,1,0,0,0
1798,MC,2020-05-04,2,1,1,0,0
1799,MD,2020-05-04,97,97,0,0,0
1800,ML,2020-05-04,0,0,0,0,0
1801,NC,2020-05-04,20,13,7,0,0
1802,PV,2020-05-04,18,13,0,0,5
1803,RI,2020-05-04,2,2,0,0,0
1804,VC,2020-05-04,28,6,21,0,1
1805,AN,2020-05-05,73,12,61,0,0
1806,AR,2020-05-05,43,6,0,0,37
1807,AS,2020-05-05,4,4,0,0,0
1808,CB,2020-05-05,6,6,0,0,0
1809,CE,2020-05-05,0,0,0,0,0
1810,CL,2020-05-05,43,13,30,0,0
1811,CM,2020-05-05,11,11,0,0,0
1812,CN,2020-05-05,2,2,0,0,0
1813,CT,2020-05-05,66,54,0,5,7
1814,EX,2020-05-05,41,1,40,0,0
1815,GA,2020-05-05,133,7,107,0,19
1816,IB,2020-05-05,4,4,0,0,0
1817,MC,2020-05-05,2,1,1,0,0
1818,MD,2020-05-05,58,57,0,0,1
1819,ML,2020-05-05,0,0,0,0,0
1820,NC,2020-05-05,5,5,0,0,0
1821,PV,2020-05-05,21,19,0,0,2
1822,RI,2020-05-05,0,0,0,0,0
1823,VC,2020-05-05,20,12,8,0,0
1824,AN,2020-05-06,26,3,23,0,0
1825,AR,2020-05-06,43,6,0,1,36
1826,AS,2020-05-06,4,4,0,0,0
1827,CB,2020-05-06,0,0,0,0,0
1828,CE,2020-05-06,1,1,0,0,0
1829,CL,2020-05-06,27,12,15,0,0
1830,CM,2020-05-06,10,10,0,0,0
