,ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
608,AN,2020-03-03,42,36,6,0,0
609,AR,2020-03-03,8,8,0,0,0
610,AS,2020-03-03,2,2,0,0,0
611,CB,2020-03-03,0,0,0,0,0
612,CE,2020-03-03,2,0,1,0,1
613,CL,2020-03-03,29,27,2,0,0
614,CM,2020-03-03,48,15,0,0,33
615,CN,2020-03-03,8,8,0,0,0
616,CT,2020-03-03,92,77,0,1,14
617,EX,2020-03-03,9,4,5,0,0
618,GA,2020-03-03,16,16,0,0,0
619,IB,2020-03-03,7,7,0,0,0
620,MC,2020-03-03,6,3,3,0,0
621,MD,2020-03-03,396,396,0,0,0
622,ML,2020-03-03,0,0,0,0,0
623,NC,2020-03-03,18,14,4,0,0
624,PV,2020-03-03,58,57,0,0,1
625,RI,2020-03-03,28,27,1,0,0
626,VC,2020-03-03,37,26,9,0,2
627,AN,2020-03-04,34,31,3,0,0
628,AR,2020-03-04,14,14,0,0,0
629,AS,2020-03-04,2,2,0,0,0
630,CB,2020-03-04,0,0,0,0,0
631,CE,2020-03-04,0,0,0,0,0
632,CL,2020-03-04,35,31,4,0,0
633,CM,2020-03-04,60,17,1,2,40
634,CN,2020-03-04,14,14,0,0,0
635,CT,2020-03-04,149,127,0,2,20
636,EX,2020-03-04,9,6,3,0,0
637,GA,2020-03-04,14,13,0,0,1
638,IB,2020-03-04,5,5,0,0,0
639,MC,2020-03-04,11,5,6,0,0
640,MD,2020-03-04,464,463,0,0,1
641,ML,2020-03-04,0,0,0,0,0
642,NC,2020-03-04,22,18,4,0,0
643,PV,2020-03-04,69,69,0,0,0
644,RI,2020-03-04,25,25,0,0,0
645,VC,2020-03-04,38,34,4,0,0
646,AN,2020-03-05,61,55,6,0,0
647,AR,2020-03-05,11,11,0,0,0
648,AS,2020-03-05,5,5,0,0,0
649,CB,2020-03-05,0,0,0,0,0
650,CE,2020-03-05,1,0,1,0,0
651,CL,2020-03-05,55,46,9,0,0
652,CM,2020-03-05,77,20,1,2,54
653,CN,2020-03-05,16,15,0,0,1
654,CT,2020-03-05,174,155,0,1,18
655,EX,2020-03-05,6,5,1,0,0
656,GA,2020-03-05,19,18,0,0,1
657,IB,2020-03-05,12,12,0,0,0
658,MC,2020-03-05,14,10,4,0,0
659,MD,2020-03-05,653,651,0,0,2
660,ML,2020-03-05,1,1,0,0,0
661,NC,2020-03-05,28,19,9,0,0
662,PV,2020-03-05,76,75,0,0,1
663,RI,2020-03-05,27,27,0,0,0
664,VC,2020-03-05,56,46,8,0,2
665,AN,2020-03-06,73,66,7,0,0
666,AR,2020-03-06,15,15,0,0,0
667,AS,2020-03-06,12,12,0,0,0
668,CB,2020-03-06,9,9,0,0,0
669,CE,2020-03-06,0,0,0,0,0
670,CL,2020-03-06,57,49,8,0,0
671,CM,2020-03-06,100,27,0,0,73
672,CN,2020-03-06,25,24,0,0,1
673,CT,2020-03-06,269,238,0,3,28
674,EX,2020-03-06,20,11,9,0,0
675,GA,2020-03-06,24,24,0,0,0
676,IB,2020-03-06,10,10,0,0,0
677,MC,2020-03-06,13,10,3,0,0
678,MD,2020-03-06,795,790,0,0,5
679,ML,2020-03-06,1,1,0,0,0
680,NC,2020-03-06,26,19,7,0,0
681,PV,2020-03-06,81,80,0,0,1
682,RI,2020-03-06,45,44,1,0,0
683,VC,2020-03-06,78,66,12,0,0
684,AN,2020-03-07,77,72,5,0,0
685,AR,2020-03-07,22,22,0,0,0
686,AS,2020-03-07,12,12,0,0,0
687,CB,2020-03-07,12,12,0,0,0
688,CE,2020-03-07,0,0,0,0,0
689,CL,2020-03-07,83,71,12,0,0
690,CM,2020-03-07,141,32,0,1,108
691,CN,2020-03-07,19,18,0,0,1
692,CT,2020-03-07,295,262,0,3,30
693,EX,2020-03-07,15,12,3,0,0
694,GA,2020-03-07,33,32,0,0,1
695,IB,2020-03-07,7,6,1,0,0
696,MC,2020-03-07,20,15,5,0,0
697,MD,2020-03-07,845,842,1,0,2
698,ML,2020-03-07,3,3,0,0,0
699,NC,2020-03-07,49,42,7,0,0
700,PV,2020-03-07,92,87,0,0,5
701,RI,2020-03-07,39,39,0,0,0
702,VC,2020-03-07,80,64,8,0,8
703,AN,2020-03-08,87,78,9,0,0
704,AR,2020-03-08,36,35,0,0,1
705,AS,2020-03-08,14,14,0,0,0
706,CB,2020-03-08,17,17,0,0,0
707,CE,2020-03-08,1,0,0,0,1
708,CL,2020-03-08,80,70,10,0,0
709,CM,2020-03-08,161,27,0,0,134
710,CN,2020-03-08,34,30,0,0,4
711,CT,2020-03-08,331,303,0,1,27
712,EX,2020-03-08,19,12,7,0,0
713,GA,2020-03-08,38,35,0,0,3
714,IB,2020-03-08,14,12,1,0,1
715,MC,2020-03-08,19,14,5,0,0
716,MD,2020-03-08,1055,1054,0,0,1
717,ML,2020-03-08,1,1,0,0,0
718,NC,2020-03-08,51,38,13,0,0
719,PV,2020-03-08,101,98,0,0,3
720,RI,2020-03-08,41,41,0,0,0
721,VC,2020-03-08,118,99,17,0,2
722,AN,2020-03-09,169,158,11,0,0
723,AR,2020-03-09,36,36,0,0,0
724,AS,2020-03-09,32,32,0,0,0
725,CB,2020-03-09,9,9,0,0,0
726,CE,2020-03-09,1,0,1,0,0
727,CL,2020-03-09,167,147,20,0,0
728,CM,2020-03-09,208,45,0,0,163
729,CN,2020-03-09,47,40,0,0,7
730,CT,2020-03-09,569,515,0,3,51
731,EX,2020-03-09,38,31,7,0,0
732,GA,2020-03-09,82,80,1,0,1
733,IB,2020-03-09,17,16,1,0,0
734,MC,2020-03-09,34,24,9,0,1
735,MD,2020-03-09,1520,1514,0,0,6
736,ML,2020-03-09,2,2,0,0,0
737,NC,2020-03-09,97,77,20,0,0
738,PV,2020-03-09,143,140,0,0,3
739,RI,2020-03-09,60,59,1,0,0
740,VC,2020-03-09,186,162,21,0,3
741,AN,2020-03-10,221,204,17,0,0
742,AR,2020-03-10,52,52,0,0,0
743,AS,2020-03-10,52,52,0,0,0
744,CB,2020-03-10,3,3,0,0,0
745,CE,2020-03-10,1,0,0,0,1
746,CL,2020-03-10,214,192,22,0,0
747,CM,2020-03-10,291,81,1,0,209
748,CN,2020-03-10,55,50,0,0,5
749,CT,2020-03-10,799,724,0,1,74
750,EX,2020-03-10,44,36,8,0,0
751,GA,2020-03-10,118,113,2,0,3
752,IB,2020-03-10,36,34,2,0,0
753,MC,2020-03-10,65,48,16,0,1
754,MD,2020-03-10,1993,1986,1,0,6
755,ML,2020-03-10,5,5,0,0,0
756,NC,2020-03-10,109,84,25,0,0
757,PV,2020-03-10,227,225,0,0,2
758,RI,2020-03-10,88,88,0,0,0
759,VC,2020-03-10,305,266,33,0,6
760,AN,2020-03-11,263,246,17,0,0
761,AR,2020-03-11,66,66,0,0,0
762,AS,2020-03-11,43,43,0,0,0
763,CB,2020-03-11,17,17,0,0,0
764,CE,2020-03-11,3,0,1,0,2
765,CL,2020-03-11,257,220,36,0,1
766,CM,2020-03-11,324,76,2,1,245
767,CN,2020-03-11,59,54,0,0,5
768,CT,2020-03-11,760,703,0,2,55
769,EX,2020-03-11,74,57,17,0,0
770,GA,2020-03-11,131,129,1,0,1
771,IB,2020-03-11,42,41,1,0,0
772,MC,2020-03-11,74,56,17,0,1
773,MD,2020-03-11,1976,1975,0,0,1
774,ML,2020-03-11,4,3,0,0,1
775,NC,2020-03-11,130,109,21,0,0
776,PV,2020-03-11,228,221,0,0,7
777,RI,2020-03-11,71,68,2,0,1
778,VC,2020-03-11,294,263,25,0,6
779,AN,2020-03-12,318,301,17,0,0
780,AR,2020-03-12,80,80,0,0,0
781,AS,2020-03-12,57,57,0,0,0
782,CB,2020-03-12,36,36,0,0,0
783,CE,2020-03-12,1,0,0,0,1
784,CL,2020-03-12,344,308,36,0,0
785,CM,2020-03-12,454,111,4,3,336
786,CN,2020-03-12,73,69,0,0,4
787,CT,2020-03-12,1030,969,0,1,60
788,EX,2020-03-12,87,72,15,0,0
789,GA,2020-03-12,181,181,0,0,0
790,IB,2020-03-12,42,39,2,0,1
791,MC,2020-03-12,62,40,21,0,1
792,MD,2020-03-12,2345,2338,0,0,7
793,ML,2020-03-12,3,1,1,0,1
794,NC,2020-03-12,182,140,42,0,0
795,PV,2020-03-12,272,264,0,0,8
796,RI,2020-03-12,74,72,2,0,0
797,VC,2020-03-12,390,358,31,0,1
798,AN,2020-03-13,487,447,40,0,0
799,AR,2020-03-13,115,115,0,0,0
800,AS,2020-03-13,70,70,0,0,0
801,CB,2020-03-13,54,54,0,0,0
802,CE,2020-03-13,6,1,0,0,5
803,CL,2020-03-13,505,446,59,0,0
804,CM,2020-03-13,628,183,1,3,441
805,CN,2020-03-13,109,100,0,0,9
806,CT,2020-03-13,1365,1268,0,6,91
807,EX,2020-03-13,94,81,13,0,0
808,GA,2020-03-13,241,240,0,0,1
809,IB,2020-03-13,61,61,0,0,0
810,MC,2020-03-13,104,70,33,0,1
811,MD,2020-03-13,2842,2838,0,0,4
812,ML,2020-03-13,10,9,1,0,0
813,NC,2020-03-13,211,138,73,0,0
814,PV,2020-03-13,429,410,0,0,19
815,RI,2020-03-13,107,106,1,0,0
816,VC,2020-03-13,499,444,45,0,10
817,AN,2020-03-14,420,392,28,0,0
818,AR,2020-03-14,107,107,0,0,0
819,AS,2020-03-14,81,81,0,0,0
820,CB,2020-03-14,59,59,0,0,0
821,CE,2020-03-14,4,0,1,0,3
822,CL,2020-03-14,523,467,55,1,0
823,CM,2020-03-14,605,158,1,2,444
824,CN,2020-03-14,97,93,0,0,4
825,CT,2020-03-14,1322,1234,0,7,81
826,EX,2020-03-14,89,71,18,0,0
827,GA,2020-03-14,240,238,1,0,1
828,IB,2020-03-14,71,68,3,0,0
829,MC,2020-03-14,108,80,28,0,0
830,MD,2020-03-14,2565,2554,0,0,11
831,ML,2020-03-14,4,3,1,0,0
832,NC,2020-03-14,177,121,56,0,0
833,PV,2020-03-14,420,410,0,0,10
834,RI,2020-03-14,138,136,2,0,0
835,VC,2020-03-14,496,452,33,0,11
836,AN,2020-03-15,450,409,41,0,0
837,AR,2020-03-15,127,127,0,0,0
838,AS,2020-03-15,89,89,0,0,0
839,CB,2020-03-15,68,68,0,0,0
840,CE,2020-03-15,2,0,1,0,1
841,CL,2020-03-15,538,472,65,0,1
842,CM,2020-03-15,774,250,3,6,515
843,CN,2020-03-15,91,89,0,0,2
844,CT,2020-03-15,1371,1290,0,12,69
845,EX,2020-03-15,86,62,24,0,0
846,GA,2020-03-15,270,269,1,0,0
847,IB,2020-03-15,85,83,1,0,1
848,MC,2020-03-15,97,70,26,0,1
849,MD,2020-03-15,2688,2679,0,0,9
850,ML,2020-03-15,3,3,0,0,0
851,NC,2020-03-15,262,166,96,0,0
852,PV,2020-03-15,433,417,0,0,16
853,RI,2020-03-15,111,109,2,0,0
854,VC,2020-03-15,532,469,55,0,8
855,AN,2020-03-16,573,536,37,0,0
856,AR,2020-03-16,163,163,0,0,0
857,AS,2020-03-16,106,106,0,0,0
858,CB,2020-03-16,71,71,0,0,0
859,CE,2020-03-16,6,1,1,0,4
860,CL,2020-03-16,780,679,100,1,0
861,CM,2020-03-16,809,239,3,1,566
862,CN,2020-03-16,133,117,0,0,16
863,CT,2020-03-16,1708,1540,0,11,157
864,EX,2020-03-16,117,94,23,0,0
865,GA,2020-03-16,389,383,3,0,3
866,IB,2020-03-16,88,84,1,0,3
867,MC,2020-03-16,130,98,32,0,0
868,MD,2020-03-16,2967,2960,0,0,7
869,ML,2020-03-16,6,2,2,1,1
870,NC,2020-03-16,274,156,118,0,0
871,PV,2020-03-16,600,579,0,0,21
872,RI,2020-03-16,157,154,3,0,0
873,VC,2020-03-16,635,571,54,0,10
874,AN,2020-03-17,574,538,36,0,0
875,AR,2020-03-17,158,157,0,1,0
876,AS,2020-03-17,80,80,0,0,0
877,CB,2020-03-17,76,76,0,0,0
878,CE,2020-03-17,5,0,1,0,4
879,CL,2020-03-17,730,655,74,1,0
880,CM,2020-03-17,745,199,5,2,539
881,CN,2020-03-17,93,90,0,0,3
882,CT,2020-03-17,1567,1476,0,9,82
883,EX,2020-03-17,107,95,12,0,0
884,GA,2020-03-17,327,323,3,0,1
885,IB,2020-03-17,82,79,3,0,0
886,MC,2020-03-17,103,79,24,0,0
887,MD,2020-03-17,2793,2790,0,0,3
888,ML,2020-03-17,3,3,0,0,0
889,NC,2020-03-17,267,169,98,0,0
890,PV,2020-03-17,539,519,0,0,20
891,RI,2020-03-17,122,117,5,0,0
892,VC,2020-03-17,559,509,39,0,11
893,AN,2020-03-18,530,493,37,0,0
894,AR,2020-03-18,168,168,0,0,0
895,AS,2020-03-18,91,91,0,0,0
896,CB,2020-03-18,89,89,0,0,0
897,CE,2020-03-18,6,0,2,0,4
898,CL,2020-03-18,815,732,83,0,0
899,CM,2020-03-18,791,216,4,1,570
900,CN,2020-03-18,117,109,0,0,8
901,CT,2020-03-18,1683,1581,0,7,95
902,EX,2020-03-18,127,105,21,0,1
903,GA,2020-03-18,309,306,1,0,2
904,IB,2020-03-18,81,80,1,0,0
905,MC,2020-03-18,122,91,30,0,1
906,MD,2020-03-18,2652,2641,0,0,11
907,ML,2020-03-18,6,5,0,0,1
908,NC,2020-03-18,250,176,74,0,0
909,PV,2020-03-18,553,544,0,0,9
910,RI,2020-03-18,143,142,1,0,0
911,VC,2020-03-18,535,481,43,0,11
912,AN,2020-03-19,556,522,34,0,0
913,AR,2020-03-19,168,168,0,0,0
914,AS,2020-03-19,101,101,0,0,0
915,CB,2020-03-19,177,177,0,0,0
916,CE,2020-03-19,5,0,2,0,3
917,CL,2020-03-19,867,800,67,0,0
918,CM,2020-03-19,745,242,3,2,498
919,CN,2020-03-19,78,70,0,0,8
920,CT,2020-03-19,1608,1522,0,5,81
921,EX,2020-03-19,126,103,23,0,0
922,GA,2020-03-19,294,290,4,0,0
923,IB,2020-03-19,105,102,2,0,1
924,MC,2020-03-19,120,80,40,0,0
925,MD,2020-03-19,2441,2432,0,0,9
926,ML,2020-03-19,6,3,1,0,2
927,NC,2020-03-19,233,153,80,0,0
928,PV,2020-03-19,467,450,0,0,17
929,RI,2020-03-19,168,167,1,0,0
930,VC,2020-03-19,495,456,33,0,6
931,AN,2020-03-20,795,748,47,0,0
932,AR,2020-03-20,241,241,0,0,0
933,AS,2020-03-20,83,83,0,0,0
934,CB,2020-03-20,143,143,0,0,0
935,CE,2020-03-20,7,0,1,0,6
936,CL,2020-03-20,955,830,125,0,0
937,CM,2020-03-20,935,309,8,6,612
938,CN,2020-03-20,117,111,0,0,6
939,CT,2020-03-20,1896,1790,0,7,99
940,EX,2020-03-20,173,140,33,0,0
941,GA,2020-03-20,470,462,4,0,4
942,IB,2020-03-20,97,95,2,0,0
943,MC,2020-03-20,122,86,36,0,0
944,MD,2020-03-20,3113,3108,1,0,4
945,ML,2020-03-20,4,4,0,0,0
946,NC,2020-03-20,328,229,98,0,1
947,PV,2020-03-20,613,583,0,0,30
948,RI,2020-03-20,191,190,1,0,0
949,VC,2020-03-20,573,510,59,0,4
950,AN,2020-03-21,544,517,26,0,1
951,AR,2020-03-21,177,177,0,0,0
952,AS,2020-03-21,68,68,0,0,0
953,CB,2020-03-21,99,99,0,0,0
954,CE,2020-03-21,7,0,1,0,6
955,CL,2020-03-21,765,696,69,0,0
956,CM,2020-03-21,623,199,5,1,418
957,CN,2020-03-21,86,77,0,0,9
958,CT,2020-03-21,1457,1386,0,8,63
959,EX,2020-03-21,131,111,20,0,0
960,GA,2020-03-21,276,272,1,0,3
961,IB,2020-03-21,62,61,1,0,0
962,MC,2020-03-21,83,67,15,0,1
963,MD,2020-03-21,1926,1922,1,0,3
964,ML,2020-03-21,3,1,0,0,2
965,NC,2020-03-21,206,152,54,0,0
966,PV,2020-03-21,433,423,0,0,10
967,RI,2020-03-21,133,133,0,0,0
968,VC,2020-03-21,452,412,32,0,8
969,AN,2020-03-22,523,489,34,0,0
970,AR,2020-03-22,164,164,0,0,0
971,AS,2020-03-22,75,75,0,0,0
972,CB,2020-03-22,84,84,0,0,0
973,CE,2020-03-22,7,0,0,0,7
974,CL,2020-03-22,708,632,76,0,0
975,CM,2020-03-22,663,178,12,0,473
976,CN,2020-03-22,75,73,0,0,2
977,CT,2020-03-22,1309,1235,0,0,74
978,EX,2020-03-22,131,116,15,0,0
979,GA,2020-03-22,250,249,1,0,0
980,IB,2020-03-22,91,90,0,0,1
981,MC,2020-03-22,79,64,15,0,0
982,MD,2020-03-22,1659,1647,1,0,11
983,ML,2020-03-22,5,4,0,0,1
984,NC,2020-03-22,194,141,53,0,0
985,PV,2020-03-22,394,384,0,0,10
986,RI,2020-03-22,108,108,0,0,0
987,VC,2020-03-22,397,362,30,0,5
988,AN,2020-03-23,562,535,27,0,0
989,AR,2020-03-23,265,265,0,0,0
990,AS,2020-03-23,70,70,0,0,0
991,CB,2020-03-23,87,87,0,0,0
992,CE,2020-03-23,9,0,6,0,3
993,CL,2020-03-23,770,665,105,0,0
994,CM,2020-03-23,756,248,13,1,494
995,CN,2020-03-23,97,91,0,0,6
996,CT,2020-03-23,1509,1405,0,11,93
997,EX,2020-03-23,245,209,36,0,0
998,GA,2020-03-23,383,377,4,0,2
999,IB,2020-03-23,82,79,3,0,0
1000,MC,2020-03-23,128,100,28,0,0
1001,MD,2020-03-23,2135,2130,0,0,5
1002,ML,2020-03-23,5,4,0,0,1
1003,NC,2020-03-23,242,161,81,0,0
1004,PV,2020-03-23,483,460,0,0,23
1005,RI,2020-03-23,158,155,3,0,0
1006,VC,2020-03-23,485,431,51,0,3
1007,AN,2020-03-24,492,463,29,0,0
1008,AR,2020-03-24,192,192,0,0,0
1009,AS,2020-03-24,58,58,0,0,0
1010,CB,2020-03-24,57,57,0,0,0
1011,CE,2020-03-24,8,0,0,0,8
1012,CL,2020-03-24,664,556,106,1,1
1013,CM,2020-03-24,647,249,17,1,380
1014,CN,2020-03-24,63,59,0,0,4
1015,CT,2020-03-24,1411,1333,0,1,77
1016,EX,2020-03-24,160,137,23,0,0
1017,GA,2020-03-24,295,291,1,0,3
1018,IB,2020-03-24,66,65,1,0,0
1019,MC,2020-03-24,78,61,17,0,0
1020,MD,2020-03-24,1995,1988,1,0,6
1021,ML,2020-03-24,1,1,0,0,0
1022,NC,2020-03-24,278,198,80,0,0
1023,PV,2020-03-24,396,377,0,0,19
1024,RI,2020-03-24,118,118,0,0,0
1025,VC,2020-03-24,340,306,27,0,7
1026,AN,2020-03-25,522,487,34,0,1
1027,AR,2020-03-25,189,188,0,0,1
1028,AS,2020-03-25,57,57,0,0,0
1029,CB,2020-03-25,57,57,0,0,0
1030,CE,2020-03-25,9,1,2,0,6
1031,CL,2020-03-25,694,597,97,0,0
1032,CM,2020-03-25,665,241,20,3,401
1033,CN,2020-03-25,55,54,0,0,1
1034,CT,2020-03-25,1323,1250,0,3,70
1035,EX,2020-03-25,153,121,32,0,0
1036,GA,2020-03-25,288,283,4,0,1
1037,IB,2020-03-25,84,80,3,0,1
1038,MC,2020-03-25,84,65,17,0,2
1039,MD,2020-03-25,1781,1780,0,0,1
1040,ML,2020-03-25,4,3,1,0,0
1041,NC,2020-03-25,242,182,60,0,0
1042,PV,2020-03-25,411,391,0,0,20
1043,RI,2020-03-25,133,132,1,0,0
1044,VC,2020-03-25,411,359,42,0,10
1045,AN,2020-03-26,472,435,36,1,0
1046,AR,2020-03-26,166,166,0,0,0
1047,AS,2020-03-26,77,77,0,0,0
1048,CB,2020-03-26,39,39,0,0,0
1049,CE,2020-03-26,5,1,1,0,3
1050,CL,2020-03-26,556,478,78,0,0
1051,CM,2020-03-26,587,240,16,2,329
1052,CN,2020-03-26,62,60,0,0,2
1053,CT,2020-03-26,1388,1321,0,1,66
1054,EX,2020-03-26,138,120,18,0,0
1055,GA,2020-03-26,300,295,4,0,1
1056,IB,2020-03-26,73,68,5,0,0
1057,MC,2020-03-26,47,36,11,0,0
1058,MD,2020-03-26,1552,1549,0,0,3
1059,ML,2020-03-26,6,5,1,0,0
1060,NC,2020-03-26,167,117,50,0,0
1061,PV,2020-03-26,365,351,0,0,14
1062,RI,2020-03-26,114,112,2,0,0
1063,VC,2020-03-26,309,271,33,0,5
1064,AN,2020-03-27,423,392,31,0,0
1065,AR,2020-03-27,213,212,0,0,1
1066,AS,2020-03-27,70,70,0,0,0
1067,CB,2020-03-27,74,74,0,0,0
1068,CE,2020-03-27,2,0,1,0,1
1069,CL,2020-03-27,524,456,68,0,0
1070,CM,2020-03-27,509,200,14,3,292
1071,CN,2020-03-27,71,69,0,0,2
1072,CT,2020-03-27,1255,1196,0,5,54
1073,EX,2020-03-27,109,91,18,0,0
1074,GA,2020-03-27,306,301,3,0,2
1075,IB,2020-03-27,40,37,2,0,1
1076,MC,2020-03-27,52,36,14,0,2
1077,MD,2020-03-27,1495,1492,0,0,3
1078,ML,2020-03-27,5,3,0,0,2
1079,NC,2020-03-27,161,115,46,0,0
1080,PV,2020-03-27,398,387,0,0,11
1081,RI,2020-03-27,129,126,2,0,1
1082,VC,2020-03-27,333,294,27,0,12
1083,AN,2020-03-28,324,296,28,0,0
1084,AR,2020-03-28,147,147,0,0,0
1085,AS,2020-03-28,53,53,0,0,0
1086,CB,2020-03-28,68,68,0,0,0
1087,CE,2020-03-28,5,0,0,0,5
1088,CL,2020-03-28,523,461,62,0,0
1089,CM,2020-03-28,410,166,25,1,218
1090,CN,2020-03-28,36,35,0,0,1
1091,CT,2020-03-28,1328,1262,0,5,61
1092,EX,2020-03-28,96,72,24,0,0
1093,GA,2020-03-28,336,333,1,0,2
1094,IB,2020-03-28,36,32,4,0,0
1095,MC,2020-03-28,40,29,11,0,0
1096,MD,2020-03-28,1257,1255,0,0,2
1097,ML,2020-03-28,4,3,1,0,0
1098,NC,2020-03-28,140,108,32,0,0
1099,PV,2020-03-28,290,279,0,0,11
1100,RI,2020-03-28,100,100,0,0,0
1101,VC,2020-03-28,246,218,19,0,9
1102,AN,2020-03-29,340,319,21,0,0
1103,AR,2020-03-29,136,136,0,0,0
1104,AS,2020-03-29,40,40,0,0,0
1105,CB,2020-03-29,39,39,0,0,0
1106,CE,2020-03-29,7,0,0,0,7
1107,CL,2020-03-29,424,388,36,0,0
1108,CM,2020-03-29,372,171,20,0,181
1109,CN,2020-03-29,42,42,0,0,0
1110,CT,2020-03-29,1042,971,0,6,65
1111,EX,2020-03-29,62,51,11,0,0
1112,GA,2020-03-29,198,196,1,0,1
1113,IB,2020-03-29,37,36,1,0,0
1114,MC,2020-03-29,35,23,12,0,0
1115,MD,2020-03-29,873,869,1,0,3
1116,ML,2020-03-29,5,4,0,0,1
1117,NC,2020-03-29,96,79,17,0,0
1118,PV,2020-03-29,268,240,0,0,28
1119,RI,2020-03-29,87,85,2,0,0
1120,VC,2020-03-29,217,183,23,0,11
1121,AN,2020-03-30,341,302,39,0,0
1122,AR,2020-03-30,131,131,0,0,0
1123,AS,2020-03-30,45,45,0,0,0
1124,CB,2020-03-30,27,27,0,0,0
1125,CE,2020-03-30,5,0,1,0,4
1126,CL,2020-03-30,498,423,74,0,1
1127,CM,2020-03-30,523,230,22,3,268
1128,CN,2020-03-30,51,49,0,0,2
1129,CT,2020-03-30,1202,1105,0,8,89
1130,EX,2020-03-30,107,66,41,0,0
1131,GA,2020-03-30,282,273,5,0,4
1132,IB,2020-03-30,66,61,3,0,2
1133,MC,2020-03-30,41,26,15,0,0
1134,MD,2020-03-30,1093,1090,1,0,2
1135,ML,2020-03-30,3,3,0,0,0
1136,NC,2020-03-30,245,211,34,0,0
1137,PV,2020-03-30,321,304,0,0,17
1138,RI,2020-03-30,117,116,1,0,0
1139,VC,2020-03-30,256,222,25,0,9
1140,AN,2020-03-31,254,238,16,0,0
1141,AR,2020-03-31,116,116,0,0,0
1142,AS,2020-03-31,42,42,0,0,0
1143,CB,2020-03-31,33,33,0,0,0
1144,CE,2020-03-31,2,0,0,0,2
1145,CL,2020-03-31,399,359,40,0,0
1146,CM,2020-03-31,412,169,30,2,211
1147,CN,2020-03-31,28,27,0,0,1
1148,CT,2020-03-31,1131,1071,0,1,59
1149,EX,2020-03-31,61,37,24,0,0
1150,GA,2020-03-31,167,161,4,0,2
1151,IB,2020-03-31,48,45,3,0,0
1152,MC,2020-03-31,30,23,7,0,0
1153,MD,2020-03-31,1077,1076,0,0,1
1154,ML,2020-03-31,3,3,0,0,0
1155,NC,2020-03-31,151,125,26,0,0
1156,PV,2020-03-31,268,249,0,0,19
1157,RI,2020-03-31,108,105,3,0,0
1158,VC,2020-03-31,181,151,23,0,7
1159,AN,2020-04-01,357,324,32,0,1
1160,AR,2020-04-01,157,156,0,0,1
1161,AS,2020-04-01,29,29,0,0,0
1162,CB,2020-04-01,72,72,0,0,0
1163,CE,2020-04-01,8,0,6,0,2
1164,CL,2020-04-01,561,449,112,0,0
1165,CM,2020-04-01,461,193,35,1,232
1166,CN,2020-04-01,52,51,0,0,1
1167,CT,2020-04-01,1285,1217,0,7,61
1168,EX,2020-04-01,134,89,45,0,0
1169,GA,2020-04-01,240,233,4,0,3
1170,IB,2020-04-01,84,81,3,0,0
1171,MC,2020-04-01,28,19,9,0,0
1172,MD,2020-04-01,1350,1348,0,0,2
1173,ML,2020-04-01,5,5,0,0,0
1174,NC,2020-04-01,233,195,38,0,0
1175,PV,2020-04-01,288,266,0,0,22
1176,RI,2020-04-01,108,107,1,0,0
1177,VC,2020-04-01,240,202,31,1,6
1178,AN,2020-04-02,262,215,47,0,0
1179,AR,2020-04-02,127,127,0,0,0
1180,AS,2020-04-02,54,54,0,0,0
1181,CB,2020-04-02,53,53,0,0,0
1182,CE,2020-04-02,2,0,1,0,1
1183,CL,2020-04-02,518,446,72,0,0
1184,CM,2020-04-02,366,147,24,1,194
1185,CN,2020-04-02,34,32,0,0,2
1186,CT,2020-04-02,1062,1006,0,1,55
1187,EX,2020-04-02,76,51,25,0,0
1188,GA,2020-04-02,266,259,4,0,3
1189,IB,2020-04-02,35,34,1,0,0
1190,MC,2020-04-02,30,21,9,0,0
1191,MD,2020-04-02,1006,1006,0,0,0
1192,ML,2020-04-02,3,3,0,0,0
1193,NC,2020-04-02,144,126,18,0,0
1194,PV,2020-04-02,256,239,0,0,17
1195,RI,2020-04-02,100,99,1,0,0
1196,VC,2020-04-02,217,181,31,0,5
1197,AN,2020-04-03,202,172,30,0,0
1198,AR,2020-04-03,108,108,0,0,0
1199,AS,2020-04-03,38,38,0,0,0
1200,CB,2020-04-03,34,34,0,0,0
1201,CE,2020-04-03,2,0,1,0,1
1202,CL,2020-04-03,568,492,76,0,0
1203,CM,2020-04-03,341,148,27,1,165
1204,CN,2020-04-03,17,17,0,0,0
1205,CT,2020-04-03,1209,1166,1,3,39
1206,EX,2020-04-03,104,65,39,0,0
1207,GA,2020-04-03,209,209,0,0,0
1208,IB,2020-04-03,47,43,3,0,1
1209,MC,2020-04-03,26,14,12,0,0
1210,MD,2020-04-03,933,933,0,0,0
1211,ML,2020-04-03,4,3,1,0,0
1212,NC,2020-04-03,138,126,12,0,0
1213,PV,2020-04-03,330,309,0,0,21
1214,RI,2020-04-03,79,75,4,0,0
1215,VC,2020-04-03,216,190,23,0,3
1216,AN,2020-04-04,317,166,151,0,0
1217,AR,2020-04-04,94,93,0,0,1
1218,AS,2020-04-04,45,45,0,0,0
1219,CB,2020-04-04,62,62,0,0,0
1220,CE,2020-04-04,2,0,0,0,2
1221,CL,2020-04-04,569,482,87,0,0
1222,CM,2020-04-04,381,144,35,0,202
1223,CN,2020-04-04,29,28,0,0,1
1224,CT,2020-04-04,969,928,0,2,39
1225,EX,2020-04-04,75,47,28,0,0
