,ccaa_iso,fecha,casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida,ccaa_nombre,ocio,compra,parques,transporte,trabajo,residencial,reuniones,host_int,host_ext,aforo_comercial,ocio_nocturno,Pob,Sup,Densidad
138,ES-CL,2020-02-07,1,1,0,0,0,Castilla y León,10.0,4.0,59.0,31.0,3.0,-4.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
139,ES-CM,2020-02-07,0,0,0,0,0,Castilla - La Mancha,13.0,4.0,61.0,23.0,5.0,-3.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
140,ES-CN,2020-02-07,0,0,0,0,0,Canarias,-10.0,-2.0,9.0,7.0,-3.0,1.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
141,ES-CT,2020-02-07,3,2,0,0,1,Cataluña,1.0,3.0,35.0,13.0,2.0,-2.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
142,ES-EX,2020-02-07,0,0,0,0,0,Extremadura,16.0,0.0,77.0,34.0,10.0,-4.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
143,ES-GA,2020-02-07,0,0,0,0,0,Galicia,5.0,1.0,24.0,20.0,3.0,-3.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
144,ES-IB,2020-02-07,0,0,0,0,0,Illes Balears,7.0,3.0,25.0,20.0,6.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
145,ES-MC,2020-02-07,0,0,0,0,0,Murcia,4.0,1.0,51.0,9.0,4.0,-2.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
146,ES-MD,2020-02-07,9,9,0,0,0,Comunidad de Madrid,-3.0,-1.0,53.0,10.0,1.0,-2.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
147,ES-ML,2020-02-07,0,0,0,0,0,Melilla,2.0,-5.0,48.0,7.333333333333333,5.0,-0.3333333333333333,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
148,ES-NC,2020-02-07,0,0,0,0,0,Comunidad Foral de Navarra,2.0,-1.0,46.0,-21.0,3.0,-3.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
149,ES-PV,2020-02-07,0,0,0,0,0,País Vasco,1.0,-3.0,55.0,19.0,3.0,-3.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
150,ES-RI,2020-02-07,0,0,0,0,0,La Rioja,2.0,6.0,55.0,3.0,5.0,-3.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107
151,ES-VC,2020-02-07,1,0,1,0,0,Comunitat Valenciana,1.0,1.0,42.0,6.0,0.0,-1.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.10568134774832
152,ES-AN,2020-02-08,0,0,0,0,0,Andalucía,10.0,14.0,28.0,24.0,3.0,-3.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381
153,ES-AR,2020-02-08,0,0,0,0,0,Aragón,11.0,16.0,54.0,13.0,-1.0,-5.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103
154,ES-AS,2020-02-08,0,0,0,0,0,Principado de Asturias,5.0,6.0,23.0,9.0,0.0,-3.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314
155,ES-CB,2020-02-08,0,0,0,0,0,Cantabria,10.0,11.0,18.0,17.0,0.0,-2.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012
156,ES-CE,2020-02-08,0,0,0,0,0,Ceuta,-7.0,-12.0,-2.0,-43.55882352941177,3.0,0.3333333333333335,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798
157,ES-CL,2020-02-08,0,0,0,0,0,Castilla y León,24.0,26.0,73.0,32.0,3.0,-6.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
158,ES-CM,2020-02-08,0,0,0,0,0,Castilla - La Mancha,20.0,21.0,59.0,16.0,6.0,-5.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
159,ES-CN,2020-02-08,0,0,0,0,0,Canarias,-27.0,-20.0,-34.0,-8.0,-12.0,6.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
160,ES-CT,2020-02-08,0,0,0,0,0,Cataluña,0.0,12.0,33.0,12.0,0.0,-3.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
161,ES-EX,2020-02-08,1,1,0,0,0,Extremadura,36.0,32.0,64.0,21.0,8.0,-5.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
162,ES-GA,2020-02-08,0,0,0,0,0,Galicia,11.0,18.0,41.0,18.0,3.0,-4.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
163,ES-IB,2020-02-08,0,0,0,0,0,Illes Balears,12.0,13.0,36.0,23.0,5.0,-2.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
164,ES-MC,2020-02-08,0,0,0,0,0,Murcia,5.0,8.0,24.0,18.0,3.0,-2.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
165,ES-MD,2020-02-08,8,8,0,0,0,Comunidad de Madrid,4.0,6.0,56.0,6.0,2.0,-4.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
166,ES-ML,2020-02-08,0,0,0,0,0,Melilla,-1.0,-13.0,-15.0,2.666666666666666,-2.0,-0.6666666666666666,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
167,ES-NC,2020-02-08,0,0,0,0,0,Comunidad Foral de Navarra,19.0,5.0,42.0,-14.0,5.0,-4.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
168,ES-PV,2020-02-08,0,0,0,0,0,País Vasco,10.0,17.0,25.0,23.0,3.0,-3.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
169,ES-RI,2020-02-08,0,0,0,0,0,La Rioja,13.0,10.0,36.0,25.0,2.0,-4.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107
170,ES-VC,2020-02-08,0,0,0,0,0,Comunitat Valenciana,0.0,5.0,18.0,6.0,0.0,-2.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.10568134774832
171,ES-AN,2020-02-09,1,0,1,0,0,Andalucía,4.0,1.0,28.0,13.0,-1.0,-1.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381
172,ES-AR,2020-02-09,0,0,0,0,0,Aragón,5.0,10.0,44.0,8.0,3.0,-2.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103
173,ES-AS,2020-02-09,0,0,0,0,0,Principado de Asturias,14.0,5.0,48.0,13.0,-16.0,-1.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314
174,ES-CB,2020-02-09,0,0,0,0,0,Cantabria,6.0,3.0,37.0,2.0,-13.0,1.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012
175,ES-CE,2020-02-09,0,0,0,0,0,Ceuta,-11.0,-10.0,8.0,-44.1764705882353,-18.0,-1.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798
176,ES-CL,2020-02-09,0,0,0,0,0,Castilla y León,11.0,7.0,80.0,17.0,-13.0,-2.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
177,ES-CM,2020-02-09,0,0,0,0,0,Castilla - La Mancha,5.0,0.0,42.0,4.0,-13.0,-1.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
178,ES-CN,2020-02-09,0,0,0,0,0,Canarias,-4.0,-3.0,14.0,8.0,-34.0,5.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
179,ES-CT,2020-02-09,1,0,0,0,1,Cataluña,2.0,1.0,25.0,-1.0,-14.0,2.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
180,ES-EX,2020-02-09,0,0,0,0,0,Extremadura,15.0,6.0,60.0,10.0,-19.0,-2.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
181,ES-GA,2020-02-09,0,0,0,0,0,Galicia,17.0,14.0,64.0,9.0,-22.0,0.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
182,ES-IB,2020-02-09,0,0,0,0,0,Illes Balears,4.0,4.0,33.0,17.0,5.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
183,ES-MC,2020-02-09,0,0,0,0,0,Murcia,-1.0,2.0,10.0,6.0,9.0,-1.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
184,ES-MD,2020-02-09,2,2,0,0,0,Comunidad de Madrid,4.0,6.0,35.0,6.0,4.0,-2.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
185,ES-ML,2020-02-09,0,0,0,0,0,Melilla,-2.0,-4.0,10.0,-2.0,5.0,-1.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
186,ES-NC,2020-02-09,0,0,0,0,0,Comunidad Foral de Navarra,8.0,5.0,60.0,-30.0,-12.0,-1.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
187,ES-PV,2020-02-09,1,0,0,0,1,País Vasco,3.0,3.0,20.0,7.0,-13.0,0.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
188,ES-RI,2020-02-09,0,0,0,0,0,La Rioja,5.0,4.0,45.0,11.0,-13.0,0.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107
189,ES-VC,2020-02-09,0,0,0,0,0,Comunitat Valenciana,-1.0,3.0,19.0,5.0,2.0,0.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.10568134774832
190,ES-AN,2020-02-10,1,1,0,0,0,Andalucía,3.0,5.0,19.0,11.0,1.0,-1.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381
191,ES-AR,2020-02-10,0,0,0,0,0,Aragón,4.0,5.0,26.0,0.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103
192,ES-AS,2020-02-10,0,0,0,0,0,Principado de Asturias,-8.0,-22.0,6.0,-7.0,-30.0,4.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314
193,ES-CB,2020-02-10,0,0,0,0,0,Cantabria,-7.0,-1.0,-17.0,-5.0,-14.0,2.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012
194,ES-CE,2020-02-10,0,0,0,0,0,Ceuta,-6.0,0.0,-4.0,-44.794117647058826,7.0,-2.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798
195,ES-CL,2020-02-10,1,0,1,0,0,Castilla y León,6.0,2.0,49.0,11.0,-12.0,-1.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
196,ES-CM,2020-02-10,0,0,0,0,0,Castilla - La Mancha,0.0,2.0,20.0,2.0,-11.0,-1.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
197,ES-CN,2020-02-10,0,0,0,0,0,Canarias,-17.0,-34.0,48.0,10.0,-55.0,9.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
198,ES-CT,2020-02-10,3,3,0,0,0,Cataluña,-3.0,6.0,4.0,1.0,1.0,0.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
199,ES-EX,2020-02-10,0,0,0,0,0,Extremadura,-4.0,-15.0,39.0,6.0,-31.0,1.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
200,ES-GA,2020-02-10,0,0,0,0,0,Galicia,-9.0,-38.0,35.0,-8.0,-54.0,9.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
201,ES-IB,2020-02-10,2,2,0,0,0,Illes Balears,4.0,4.0,29.0,15.0,5.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
202,ES-MC,2020-02-10,1,0,1,0,0,Murcia,2.0,4.0,24.0,7.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
203,ES-MD,2020-02-10,11,11,0,0,0,Comunidad de Madrid,-2.0,6.0,15.0,4.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
204,ES-ML,2020-02-10,0,0,0,0,0,Melilla,-8.0,0.0,-3.0,1.0,3.0,0.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
205,ES-NC,2020-02-10,1,1,0,0,0,Comunidad Foral de Navarra,0.0,1.0,13.0,-36.0,-10.0,1.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
206,ES-PV,2020-02-10,0,0,0,0,0,País Vasco,-7.0,-5.0,-14.0,-6.0,-10.0,3.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
207,ES-RI,2020-02-10,0,0,0,0,0,La Rioja,0.0,5.0,10.0,8.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107
208,ES-VC,2020-02-10,4,1,3,0,0,Comunitat Valenciana,-1.0,6.0,21.0,5.0,3.0,0.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.10568134774832
209,ES-AN,2020-02-11,1,0,1,0,0,Andalucía,5.0,6.0,22.0,11.0,-1.0,-1.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381
210,ES-AR,2020-02-11,1,1,0,0,0,Aragón,5.0,7.0,19.0,1.0,5.0,-1.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103
211,ES-AS,2020-02-11,0,0,0,0,0,Principado de Asturias,-1.0,7.0,-2.0,2.0,3.0,0.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314
212,ES-CB,2020-02-11,0,0,0,0,0,Cantabria,-6.0,-3.0,-20.0,-12.0,-13.0,3.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012
213,ES-CE,2020-02-11,0,0,0,0,0,Ceuta,-5.0,-1.0,2.0,-45.411764705882355,5.0,-1.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798
214,ES-CL,2020-02-11,1,1,0,0,0,Castilla y León,-1.0,2.0,25.0,4.0,-11.0,0.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
215,ES-CM,2020-02-11,0,0,0,0,0,Castilla - La Mancha,0.0,3.0,16.0,4.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
216,ES-CN,2020-02-11,0,0,0,0,0,Canarias,-1.0,10.0,4.0,3.0,-12.0,1.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
217,ES-CT,2020-02-11,3,2,0,0,1,Cataluña,-4.0,3.0,4.0,-1.0,2.0,0.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
218,ES-EX,2020-02-11,0,0,0,0,0,Extremadura,-3.0,5.0,15.0,5.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
219,ES-GA,2020-02-11,0,0,0,0,0,Galicia,-5.0,1.0,4.0,3.0,-15.0,2.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
220,ES-IB,2020-02-11,0,0,0,0,0,Illes Balears,3.0,3.0,28.0,13.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
221,ES-MC,2020-02-11,0,0,0,0,0,Murcia,-1.0,2.0,17.0,5.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
222,ES-MD,2020-02-11,9,9,0,0,0,Comunidad de Madrid,2.0,6.0,17.0,3.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
223,ES-ML,2020-02-11,0,0,0,0,0,Melilla,-5.0,-5.0,8.0,4.0,2.0,0.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
224,ES-NC,2020-02-11,0,0,0,0,0,Comunidad Foral de Navarra,-5.0,-3.0,-2.0,-41.0,-6.0,1.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
225,ES-PV,2020-02-11,0,0,0,0,0,País Vasco,-10.0,-5.0,-24.0,-9.0,-4.0,2.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
226,ES-RI,2020-02-11,0,0,0,0,0,La Rioja,-1.0,2.0,13.0,7.0,3.0,0.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107
227,ES-VC,2020-02-11,1,1,0,0,0,Comunitat Valenciana,-1.0,4.0,18.0,3.0,3.0,0.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.10568134774832
228,ES-AN,2020-02-12,1,1,0,0,0,Andalucía,19.0,23.0,32.0,23.0,-5.0,-5.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381
229,ES-AR,2020-02-12,0,0,0,0,0,Aragón,8.0,4.0,19.0,5.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103
230,ES-AS,2020-02-12,0,0,0,0,0,Principado de Asturias,0.0,4.0,17.0,5.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314
231,ES-CB,2020-02-12,0,0,0,0,0,Cantabria,-3.0,0.0,2.0,-3.0,-14.0,2.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012
232,ES-CE,2020-02-12,0,0,0,0,0,Ceuta,6.0,0.0,19.0,-46.029411764705884,7.0,-2.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798
233,ES-CL,2020-02-12,2,2,0,0,0,Castilla y León,-1.0,5.0,19.0,9.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
234,ES-CM,2020-02-12,0,0,0,0,0,Castilla - La Mancha,2.0,5.0,15.0,8.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
235,ES-CN,2020-02-12,1,1,0,0,0,Canarias,-1.0,3.0,-3.0,1.0,-9.0,2.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
236,ES-CT,2020-02-12,7,6,0,0,1,Cataluña,-1.0,3.0,3.0,1.0,2.0,0.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
237,ES-EX,2020-02-12,0,0,0,0,0,Extremadura,1.0,6.0,19.0,10.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
238,ES-GA,2020-02-12,0,0,0,0,0,Galicia,-1.0,5.0,18.0,6.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
239,ES-IB,2020-02-12,0,0,0,0,0,Illes Balears,7.0,3.0,30.0,15.0,-1.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
240,ES-MC,2020-02-12,0,0,0,0,0,Murcia,1.0,3.0,16.0,9.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
241,ES-MD,2020-02-12,10,10,0,0,0,Comunidad de Madrid,4.0,6.0,22.0,6.0,3.0,-2.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
242,ES-ML,2020-02-12,0,0,0,0,0,Melilla,-1.0,5.0,16.0,7.0,2.0,0.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
243,ES-NC,2020-02-12,0,0,0,0,0,Comunidad Foral de Navarra,-1.0,2.0,4.0,-35.0,-3.0,0.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
244,ES-PV,2020-02-12,2,2,0,0,0,País Vasco,-6.0,-2.0,-21.0,-1.0,-1.0,1.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
245,ES-RI,2020-02-12,0,0,0,0,0,La Rioja,1.0,1.0,17.0,5.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107
246,ES-VC,2020-02-12,1,1,0,0,0,Comunitat Valenciana,1.0,3.0,17.0,6.0,2.0,0.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.10568134774832
247,ES-AN,2020-02-13,2,1,1,0,0,Andalucía,-13.0,-60.0,77.0,-9.0,-62.0,7.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381
248,ES-AR,2020-02-13,1,1,0,0,0,Aragón,7.0,6.0,35.0,7.0,3.0,-2.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103
249,ES-AS,2020-02-13,0,0,0,0,0,Principado de Asturias,2.0,3.0,24.0,10.0,4.0,-2.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314
250,ES-CB,2020-02-13,0,0,0,0,0,Cantabria,2.0,2.0,38.0,3.0,-12.0,1.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012
251,ES-CE,2020-02-13,1,0,1,0,0,Ceuta,8.0,-9.0,18.0,-46.64705882352941,6.0,-1.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798
252,ES-CL,2020-02-13,3,0,3,0,0,Castilla y León,3.0,5.0,39.0,13.0,3.0,-2.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
253,ES-CM,2020-02-13,0,0,0,0,0,Castilla - La Mancha,8.0,6.0,40.0,11.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
254,ES-CN,2020-02-13,0,0,0,0,0,Canarias,-3.0,1.0,8.0,2.0,-8.0,2.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
255,ES-CT,2020-02-13,9,7,0,0,2,Cataluña,0.0,4.0,5.0,1.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
256,ES-EX,2020-02-13,1,0,1,0,0,Extremadura,9.0,7.0,43.0,17.0,4.0,-2.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
257,ES-GA,2020-02-13,0,0,0,0,0,Galicia,0.0,4.0,6.0,9.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
258,ES-IB,2020-02-13,0,0,0,0,0,Illes Balears,6.0,4.0,36.0,16.0,-10.0,0.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
259,ES-MC,2020-02-13,0,0,0,0,0,Murcia,6.0,4.0,23.0,10.0,5.0,-1.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
260,ES-MD,2020-02-13,15,15,0,0,0,Comunidad de Madrid,0.0,3.0,29.0,1.0,-12.0,0.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
261,ES-ML,2020-02-13,0,0,0,0,0,Melilla,4.0,2.0,22.0,10.0,2.0,-2.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
262,ES-NC,2020-02-13,0,0,0,0,0,Comunidad Foral de Navarra,1.0,5.0,23.0,-29.0,-2.0,-1.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
263,ES-PV,2020-02-13,0,0,0,0,0,País Vasco,5.0,3.0,23.0,10.0,0.0,-2.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
264,ES-RI,2020-02-13,0,0,0,0,0,La Rioja,4.0,6.0,26.0,13.0,2.0,-2.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107
265,ES-VC,2020-02-13,2,1,1,0,0,Comunitat Valenciana,3.0,5.0,21.0,7.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.10568134774832
266,ES-AN,2020-02-14,1,1,0,0,0,Andalucía,-1.0,11.0,30.0,10.0,-6.0,-1.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381
267,ES-AR,2020-02-14,0,0,0,0,0,Aragón,5.0,8.0,28.0,4.0,2.0,-2.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103
268,ES-AS,2020-02-14,0,0,0,0,0,Principado de Asturias,-3.0,4.0,1.0,5.0,1.0,1.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314
269,ES-CB,2020-02-14,0,0,0,0,0,Cantabria,-4.0,3.0,-5.0,-3.0,-2.0,1.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012
270,ES-CE,2020-02-14,0,0,0,0,0,Ceuta,22.0,0.0,39.0,-47.26470588235294,10.0,-0.6666666666666667,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798
271,ES-CL,2020-02-14,1,1,0,0,0,Castilla y León,4.0,6.0,12.0,9.0,0.0,-1.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.561110818168213
272,ES-CM,2020-02-14,0,0,0,0,0,Castilla - La Mancha,10.0,8.0,25.0,10.0,1.0,-1.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474
273,ES-CN,2020-02-14,1,1,0,0,0,Canarias,0.0,2.0,28.0,19.0,-2.0,0.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916
274,ES-CT,2020-02-14,1,1,0,0,0,Cataluña,-1.0,2.0,15.0,5.0,1.0,-2.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
275,ES-EX,2020-02-14,1,1,0,0,0,Extremadura,2.0,5.0,21.0,17.0,-1.0,0.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815
276,ES-GA,2020-02-14,0,0,0,0,0,Galicia,-3.0,1.0,-21.0,0.0,-1.0,1.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962569
277,ES-IB,2020-02-14,1,1,0,0,0,Illes Balears,6.0,1.0,38.0,20.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.2737939503697
278,ES-MC,2020-02-14,1,0,1,0,0,Murcia,6.0,3.0,53.0,16.0,2.0,-2.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756
279,ES-MD,2020-02-14,11,11,0,0,0,Comunidad de Madrid,-9.0,-1.0,-6.0,-3.0,-2.0,-1.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924803
280,ES-ML,2020-02-14,0,0,0,0,0,Melilla,4.0,2.0,6.0,8.666666666666666,7.0,-1.3333333333333335,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898876
281,ES-NC,2020-02-14,0,0,0,0,0,Comunidad Foral de Navarra,0.0,3.0,15.0,-30.0,0.0,-1.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647
282,ES-PV,2020-02-14,0,0,0,0,0,País Vasco,-6.0,0.0,-15.0,2.0,-1.0,0.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406
