,ccaa_iso,fecha,casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida,ccaa_nombre,ocio,compra,parques,transporte,trabajo,residencial,reuniones,host_int,host_ext,aforo_comercial,ocio_nocturno,Pob,Sup,Densidad,ccaa_iso_txt,dia_sem,dia_year,dia_mes,is_weekend,XGBoost,AdaBoost,RandomForest,GradientBoosting,predict,casos_acum,predict_acum
730,8,2020-03-09,569,515,0,3,51,Cataluña,-4.0,3.0,3.0,-1.0,2.0,0.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.03594158033331,ES-CT,0,69,9,0,,,,,569.0,2309,2309.0
731,9,2020-03-09,38,31,7,0,0,Extremadura,-2.0,4.0,17.0,2.0,5.0,-2.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815,ES-EX,0,69,9,0,,,,,38.0,160,160.0
732,10,2020-03-09,82,80,1,0,1,Galicia,0.0,5.0,27.0,10.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962568,ES-GA,0,69,9,0,,,,,82.0,286,286.0
733,11,2020-03-09,17,16,1,0,0,Illes Balears,4.0,6.0,25.0,14.0,6.0,0.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.27379395036968,ES-IB,0,69,9,0,,,,,17.0,97,97.0
734,12,2020-03-09,34,24,9,0,1,Murcia,-3.0,3.0,1.0,5.0,12.0,-2.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756,ES-MC,0,69,9,0,,,,,34.0,154,154.0
735,13,2020-03-09,1520,1514,0,0,6,Comunidad de Madrid,-1.0,13.0,19.0,0.0,1.0,-1.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924804,ES-MD,0,69,9,0,,,,,1520.0,7288,7288.0
736,14,2020-03-09,2,2,0,0,0,Melilla,-1.0,-3.0,11.0,-2.0,1.0,0.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898875,ES-ML,0,69,9,0,,,,,2.0,8,8.0
737,15,2020-03-09,97,77,20,0,0,Comunidad Foral de Navarra,-3.0,4.0,0.0,-37.0,3.0,0.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647,ES-NC,0,69,9,0,,,,,97.0,351,351.0
738,16,2020-03-09,143,140,0,0,3,País Vasco,-10.0,3.0,-28.0,-4.0,0.0,0.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406,ES-PV,0,69,9,0,,,,,143.0,843,843.0
739,17,2020-03-09,60,59,1,0,0,La Rioja,-3.0,8.0,13.0,-2.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107,ES-RI,0,69,9,0,,,,,60.0,360,360.0
740,18,2020-03-09,186,162,21,0,3,Comunitat Valenciana,-1.0,3.0,13.0,6.0,2.0,0.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.1056813477483,ES-VC,0,69,9,0,,,,,186.0,835,835.0
741,0,2020-03-10,221,204,17,0,0,Andalucía,0.0,11.0,13.0,6.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381,ES-AN,1,70,10,0,,,,,221.0,927,927.0
742,1,2020-03-10,52,52,0,0,0,Aragón,-1.0,16.0,30.0,2.0,3.0,0.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103,ES-AR,1,70,10,0,,,,,52.0,242,242.0
743,2,2020-03-10,52,52,0,0,0,Principado de Asturias,-3.0,14.0,23.0,6.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314,ES-AS,1,70,10,0,,,,,52.0,141,141.0
744,3,2020-03-10,3,3,0,0,0,Cantabria,-2.0,15.0,34.0,2.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012,ES-CB,1,70,10,0,,,,,3.0,61,61.0
745,4,2020-03-10,1,0,0,0,1,Ceuta,-4.0,-8.0,-3.0,-53.441176470588225,5.0,-1.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798,ES-CE,1,70,10,0,,,,,1.0,8,8.0
746,5,2020-03-10,214,192,22,0,0,Castilla y León,-1.0,18.0,32.0,4.0,4.0,-2.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.56111081816821,ES-CL,1,70,10,0,,,,,214.0,872,872.0
747,6,2020-03-10,291,81,1,0,209,Castilla - La Mancha,-1.0,26.0,17.0,-1.0,4.0,-2.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474,ES-CM,1,70,10,0,,,,,291.0,1264,1264.0
748,7,2020-03-10,55,50,0,0,5,Canarias,-5.0,4.0,1.0,-1.0,0.0,0.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916,ES-CN,1,70,10,0,,,,,55.0,272,272.0
749,8,2020-03-10,799,724,0,1,74,Cataluña,-4.0,13.0,2.0,-3.0,1.0,0.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.03594158033331,ES-CT,1,70,10,0,,,,,799.0,3108,3108.0
750,9,2020-03-10,44,36,8,0,0,Extremadura,2.0,11.0,27.0,4.0,4.0,-2.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815,ES-EX,1,70,10,0,,,,,44.0,204,204.0
751,10,2020-03-10,118,113,2,0,3,Galicia,0.0,8.0,26.0,0.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962568,ES-GA,1,70,10,0,,,,,118.0,404,404.0
752,11,2020-03-10,36,34,2,0,0,Illes Balears,4.0,13.0,23.0,11.0,6.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.27379395036968,ES-IB,1,70,10,0,,,,,36.0,133,133.0
753,12,2020-03-10,65,48,16,0,1,Murcia,-1.0,14.0,13.0,3.0,3.0,0.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756,ES-MC,1,70,10,0,,,,,65.0,219,219.0
754,13,2020-03-10,1993,1986,1,0,6,Comunidad de Madrid,-7.0,46.0,15.0,-7.0,-1.0,0.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924804,ES-MD,1,70,10,0,,,,,1993.0,9281,9281.0
755,14,2020-03-10,5,5,0,0,0,Melilla,-4.0,7.0,16.0,-8.25,1.0,-1.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898875,ES-ML,1,70,10,0,,,,,5.0,13,13.0
756,15,2020-03-10,109,84,25,0,0,Comunidad Foral de Navarra,-1.0,19.0,21.0,-35.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647,ES-NC,1,70,10,0,,,,,109.0,460,460.0
757,16,2020-03-10,227,225,0,0,2,País Vasco,-4.0,15.0,14.0,-3.0,0.0,0.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406,ES-PV,1,70,10,0,,,,,227.0,1070,1070.0
758,17,2020-03-10,88,88,0,0,0,La Rioja,-1.0,35.0,16.0,-2.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107,ES-RI,1,70,10,0,,,,,88.0,448,448.0
759,18,2020-03-10,305,266,33,0,6,Comunitat Valenciana,-1.0,14.0,15.0,3.0,2.0,0.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.1056813477483,ES-VC,1,70,10,0,,,,,305.0,1140,1140.0
760,0,2020-03-11,263,246,17,0,0,Andalucía,-2.0,13.0,12.0,2.0,3.0,0.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381,ES-AN,2,71,11,0,,,,,263.0,1190,1190.0
761,1,2020-03-11,66,66,0,0,0,Aragón,-2.0,25.0,35.0,-3.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103,ES-AR,2,71,11,0,,,,,66.0,308,308.0
762,2,2020-03-11,43,43,0,0,0,Principado de Asturias,-2.0,17.0,44.0,5.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314,ES-AS,2,71,11,0,,,,,43.0,184,184.0
763,3,2020-03-11,17,17,0,0,0,Cantabria,-1.0,15.0,48.0,-2.0,2.0,-1.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012,ES-CB,2,71,11,0,,,,,17.0,78,78.0
764,4,2020-03-11,3,0,1,0,2,Ceuta,-1.0,-8.0,0.0,-54.058823529411775,3.0,-1.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798,ES-CE,2,71,11,0,,,,,3.0,11,11.0
765,5,2020-03-11,257,220,36,0,1,Castilla y León,-1.0,20.0,42.0,4.0,3.0,-1.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.56111081816821,ES-CL,2,71,11,0,,,,,257.0,1129,1129.0
766,6,2020-03-11,324,76,2,1,245,Castilla - La Mancha,-2.0,19.0,20.0,-7.0,-1.0,0.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474,ES-CM,2,71,11,0,,,,,324.0,1588,1588.0
767,7,2020-03-11,59,54,0,0,5,Canarias,-5.0,5.0,-5.0,-2.0,0.0,0.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916,ES-CN,2,71,11,0,,,,,59.0,331,331.0
768,8,2020-03-11,760,703,0,2,55,Cataluña,-6.0,17.0,8.0,-5.0,0.0,1.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.03594158033331,ES-CT,2,71,11,0,,,,,760.0,3868,3868.0
769,9,2020-03-11,74,57,17,0,0,Extremadura,-3.0,16.0,19.0,0.0,4.0,-1.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815,ES-EX,2,71,11,0,,,,,74.0,278,278.0
770,10,2020-03-11,131,129,1,0,1,Galicia,-4.0,9.0,18.0,-2.0,2.0,0.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962568,ES-GA,2,71,11,0,,,,,131.0,535,535.0
771,11,2020-03-11,42,41,1,0,0,Illes Balears,4.0,17.0,44.0,9.0,6.0,-1.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.27379395036968,ES-IB,2,71,11,0,,,,,42.0,175,175.0
772,12,2020-03-11,74,56,17,0,1,Murcia,-2.0,18.0,13.0,1.0,3.0,0.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756,ES-MC,2,71,11,0,,,,,74.0,293,293.0
773,13,2020-03-11,1976,1975,0,0,1,Comunidad de Madrid,-16.0,22.0,25.0,-21.0,-21.0,8.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924804,ES-MD,2,71,11,0,,,,,1976.0,11257,11257.0
774,14,2020-03-11,4,3,0,0,1,Melilla,-7.0,11.0,16.0,-14.5,-2.0,0.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898875,ES-ML,2,71,11,0,,,,,4.0,17,17.0
775,15,2020-03-11,130,109,21,0,0,Comunidad Foral de Navarra,0.0,20.0,31.0,-36.0,1.0,0.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647,ES-NC,2,71,11,0,,,,,130.0,590,590.0
776,16,2020-03-11,228,221,0,0,7,País Vasco,-5.0,11.0,30.0,-5.0,-1.0,1.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406,ES-PV,2,71,11,0,,,,,228.0,1298,1298.0
777,17,2020-03-11,71,68,2,0,1,La Rioja,-9.0,15.0,34.0,-5.0,-9.0,2.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107,ES-RI,2,71,11,0,,,,,71.0,519,519.0
778,18,2020-03-11,294,263,25,0,6,Comunitat Valenciana,-3.0,18.0,19.0,-2.0,1.0,0.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.1056813477483,ES-VC,2,71,11,0,,,,,294.0,1434,1434.0
779,0,2020-03-12,318,301,17,0,0,Andalucía,-7.0,22.0,2.0,-4.0,1.0,1.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381,ES-AN,3,72,12,0,,,,,318.0,1508,1508.0
780,1,2020-03-12,80,80,0,0,0,Aragón,-9.0,29.0,14.0,-12.0,0.0,1.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103,ES-AR,3,72,12,0,,,,,80.0,388,388.0
781,2,2020-03-12,57,57,0,0,0,Principado de Asturias,-18.0,25.0,-22.0,-15.0,-4.0,3.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314,ES-AS,3,72,12,0,,,,,57.0,241,241.0
782,3,2020-03-12,36,36,0,0,0,Cantabria,-14.0,23.0,-11.0,-16.0,-1.0,2.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012,ES-CB,3,72,12,0,,,,,36.0,114,114.0
783,4,2020-03-12,1,0,0,0,1,Ceuta,-7.0,-5.0,-8.0,-54.67647058823529,2.0,-1.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798,ES-CE,3,72,12,0,,,,,1.0,12,12.0
784,5,2020-03-12,344,308,36,0,0,Castilla y León,-11.0,28.0,14.0,-6.0,0.0,1.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.56111081816821,ES-CL,3,72,12,0,,,,,344.0,1473,1473.0
785,6,2020-03-12,454,111,4,3,336,Castilla - La Mancha,-8.0,32.0,9.0,-12.0,-4.0,2.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474,ES-CM,3,72,12,0,,,,,454.0,2042,2042.0
786,7,2020-03-12,73,69,0,0,4,Canarias,-10.0,16.0,-11.0,-7.0,-2.0,1.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916,ES-CN,3,72,12,0,,,,,73.0,404,404.0
787,8,2020-03-12,1030,969,0,1,60,Cataluña,-11.0,33.0,-3.0,-11.0,-2.0,2.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.03594158033331,ES-CT,3,72,12,0,,,,,1030.0,4898,4898.0
788,9,2020-03-12,87,72,15,0,0,Extremadura,-8.0,25.0,11.0,-3.0,1.0,0.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815,ES-EX,3,72,12,0,,,,,87.0,365,365.0
789,10,2020-03-12,181,181,0,0,0,Galicia,-8.0,28.0,6.0,-7.0,0.0,1.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962568,ES-GA,3,72,12,0,,,,,181.0,716,716.0
790,11,2020-03-12,42,39,2,0,1,Illes Balears,-3.0,30.0,26.0,1.0,4.0,0.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.27379395036968,ES-IB,3,72,12,0,,,,,42.0,217,217.0
791,12,2020-03-12,62,40,21,0,1,Murcia,-11.0,39.0,-2.0,-7.0,-1.0,2.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756,ES-MC,3,72,12,0,,,,,62.0,355,355.0
792,13,2020-03-12,2345,2338,0,0,7,Comunidad de Madrid,-32.0,22.0,-1.0,-33.0,-28.0,12.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924804,ES-MD,3,72,12,0,,,,,2345.0,13602,13602.0
793,14,2020-03-12,3,1,1,0,1,Melilla,-6.0,20.0,10.0,-20.75,-6.0,-2.0,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898875,ES-ML,3,72,12,0,,,,,3.0,20,20.0
794,15,2020-03-12,182,140,42,0,0,Comunidad Foral de Navarra,-10.0,32.0,0.0,-39.0,-1.0,1.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647,ES-NC,3,72,12,0,,,,,182.0,772,772.0
795,16,2020-03-12,272,264,0,0,8,País Vasco,-17.0,26.0,-24.0,-12.0,-4.0,3.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406,ES-PV,3,72,12,0,,,,,272.0,1570,1570.0
796,17,2020-03-12,74,72,2,0,0,La Rioja,-23.0,15.0,3.0,-25.0,-13.0,6.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107,ES-RI,3,72,12,0,,,,,74.0,593,593.0
797,18,2020-03-12,390,358,31,0,1,Comunitat Valenciana,-9.0,25.0,5.0,-10.0,-2.0,2.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.1056813477483,ES-VC,3,72,12,0,,,,,390.0,1824,1824.0
798,0,2020-03-13,487,447,40,0,0,Andalucía,-28.0,32.0,-20.0,-23.0,-6.0,5.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381,ES-AN,4,73,13,0,,,,,487.0,1995,1995.0
799,1,2020-03-13,115,115,0,0,0,Aragón,-30.0,39.0,-10.0,-30.0,-6.0,5.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103,ES-AR,4,73,13,0,,,,,115.0,503,503.0
800,2,2020-03-13,70,70,0,0,0,Principado de Asturias,-35.0,31.0,-29.0,-25.0,-18.0,9.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314,ES-AS,4,73,13,0,,,,,70.0,311,311.0
801,3,2020-03-13,54,54,0,0,0,Cantabria,-28.0,42.0,-10.0,-24.0,-5.0,5.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012,ES-CB,4,73,13,0,,,,,54.0,168,168.0
802,4,2020-03-13,6,1,0,0,5,Ceuta,-27.0,3.0,-37.0,-55.29411764705882,-3.0,4.0,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798,ES-CE,4,73,13,0,,,,,6.0,18,18.0
803,5,2020-03-13,505,446,59,0,0,Castilla y León,-33.0,32.0,-19.0,-24.0,-8.0,5.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.56111081816821,ES-CL,4,73,13,0,,,,,505.0,1978,1978.0
804,6,2020-03-13,628,183,1,3,441,Castilla - La Mancha,-35.0,30.0,-23.0,-32.0,-20.0,9.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474,ES-CM,4,73,13,0,,,,,628.0,2670,2670.0
805,7,2020-03-13,109,100,0,0,9,Canarias,-28.0,22.0,-29.0,-24.0,-21.0,8.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916,ES-CN,4,73,13,0,,,,,109.0,513,513.0
806,8,2020-03-13,1365,1268,0,6,91,Cataluña,-32.0,29.0,-22.0,-31.0,-24.0,11.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.03594158033331,ES-CT,4,73,13,0,,,,,1365.0,6263,6263.0
807,9,2020-03-13,94,81,13,0,0,Extremadura,-32.0,33.0,-18.0,-15.0,-5.0,4.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815,ES-EX,4,73,13,0,,,,,94.0,459,459.0
808,10,2020-03-13,241,240,0,0,1,Galicia,-29.0,31.0,-23.0,-26.0,-12.0,7.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962568,ES-GA,4,73,13,0,,,,,241.0,957,957.0
809,11,2020-03-13,61,61,0,0,0,Illes Balears,-18.0,40.0,-2.0,-9.0,1.0,3.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.27379395036968,ES-IB,4,73,13,0,,,,,61.0,278,278.0
810,12,2020-03-13,104,70,33,0,1,Murcia,-32.0,35.0,-31.0,-24.0,-8.0,7.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756,ES-MC,4,73,13,0,,,,,104.0,459,459.0
811,13,2020-03-13,2842,2838,0,0,4,Comunidad de Madrid,-47.0,29.0,-33.0,-46.0,-37.0,17.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924804,ES-MD,4,73,13,0,,,,,2842.0,16444,16444.0
812,14,2020-03-13,10,9,1,0,0,Melilla,-61.0,-55.0,-33.0,-27.0,-71.0,-1.7,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898875,ES-ML,4,73,13,0,,,,,10.0,30,30.0
813,15,2020-03-13,211,138,73,0,0,Comunidad Foral de Navarra,-35.0,41.0,-29.0,-49.0,-13.0,9.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647,ES-NC,4,73,13,0,,,,,211.0,983,983.0
814,16,2020-03-13,429,410,0,0,19,País Vasco,-36.0,31.0,-25.0,-30.0,-19.0,10.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406,ES-PV,4,73,13,0,,,,,429.0,1999,1999.0
815,17,2020-03-13,107,106,1,0,0,La Rioja,-46.0,23.0,-34.0,-40.0,-20.0,11.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107,ES-RI,4,73,13,0,,,,,107.0,700,700.0
816,18,2020-03-13,499,444,45,0,10,Comunitat Valenciana,-27.0,40.0,-20.0,-26.0,-9.0,6.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.1056813477483,ES-VC,4,73,13,0,,,,,499.0,2323,2323.0
817,0,2020-03-14,420,392,28,0,0,Andalucía,-61.0,-6.0,-48.0,-44.0,-23.0,12.0,100,1.0,1.0,1.0,1.0,8414240.0,87588.45,96.06563422460381,ES-AN,5,74,14,1,,,,,420.0,2415,2415.0
818,1,2020-03-14,107,107,0,0,0,Aragón,-64.0,-1.0,-34.0,-56.0,-26.0,13.0,100,1.0,1.0,1.0,1.0,1319291.0,47698.07,27.6592113685103,ES-AR,5,74,14,1,,,,,107.0,610,610.0
819,2,2020-03-14,81,81,0,0,0,Principado de Asturias,-73.0,-2.0,-36.0,-37.0,-32.0,15.0,100,1.0,1.0,1.0,1.0,1022800.0,10597.42,96.51405719505314,ES-AS,5,74,14,1,,,,,81.0,392,392.0
820,3,2020-03-14,59,59,0,0,0,Cantabria,-74.0,-5.0,-36.0,-45.0,-33.0,15.0,100,1.0,1.0,1.0,1.0,581078.0,5261.12,110.44758530503012,ES-CB,5,74,14,1,,,,,59.0,227,227.0
821,4,2020-03-14,4,0,1,0,3,Ceuta,-54.0,-18.0,-52.0,-55.911764705882355,-30.0,4.109589041095891,100,1.0,1.0,1.0,1.0,84777.0,19.87,4266.582788122798,ES-CE,5,74,14,1,,,,,4.0,22,22.0
822,5,2020-03-14,523,467,55,1,0,Castilla y León,-65.0,-8.0,-44.0,-45.0,-27.0,11.0,100,1.0,1.0,1.0,1.0,2399548.0,93874.95,25.56111081816821,ES-CL,5,74,14,1,,,,,523.0,2501,2501.0
823,6,2020-03-14,605,158,1,2,444,Castilla - La Mancha,-64.0,-9.0,-46.0,-48.0,-30.0,13.0,100,1.0,1.0,1.0,1.0,2032863.0,79406.77,25.600625740097474,ES-CM,5,74,14,1,,,,,605.0,3275,3275.0
824,7,2020-03-14,97,93,0,0,4,Canarias,-51.0,-6.0,-45.0,-35.0,-20.0,10.0,100,1.0,1.0,1.0,1.0,2153389.0,7445.1,289.2357389423916,ES-CN,5,74,14,1,,,,,97.0,610,610.0
825,8,2020-03-14,1322,1234,0,7,81,Cataluña,-74.0,-8.0,-46.0,-50.0,-34.0,16.0,100,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.03594158033331,ES-CT,5,74,14,1,,,,,1322.0,7585,7585.0
826,9,2020-03-14,89,71,18,0,0,Extremadura,-65.0,-13.0,-34.0,-39.0,-26.0,11.0,100,1.0,1.0,1.0,1.0,1067710.0,41635.33,25.64432658513815,ES-EX,5,74,14,1,,,,,89.0,548,548.0
827,10,2020-03-14,240,238,1,0,1,Galicia,-73.0,-5.0,-43.0,-49.0,-32.0,15.0,100,1.0,1.0,1.0,1.0,2699499.0,29576.44,91.27193806962568,ES-GA,5,74,14,1,,,,,240.0,1197,1197.0
828,11,2020-03-14,71,68,3,0,0,Illes Balears,-46.0,-2.0,-24.0,-20.0,-11.0,11.0,100,1.0,1.0,1.0,1.0,1149460.0,4991.71,230.27379395036968,ES-IB,5,74,14,1,,,,,71.0,349,349.0
829,12,2020-03-14,108,80,28,0,0,Murcia,-69.0,-8.0,-57.0,-45.0,-28.0,15.0,100,1.0,1.0,1.0,1.0,1493898.0,11313.87,132.04129091106756,ES-MC,5,74,14,1,,,,,108.0,567,567.0
830,13,2020-03-14,2565,2554,0,0,11,Comunidad de Madrid,-82.0,-15.0,-56.0,-65.0,-46.0,18.0,100,1.0,1.0,1.0,1.0,6663394.0,8021.6,830.6814101924804,ES-MD,5,74,14,1,,,,,2565.0,19009,19009.0
831,14,2020-03-14,4,3,1,0,0,Melilla,-55.0,8.0,-52.0,-39.333333333333336,-32.0,-1.4,100,1.0,1.0,1.0,1.0,86487.0,14.24,6073.525280898875,ES-ML,5,74,14,1,,,,,4.0,34,34.0
832,15,2020-03-14,177,121,56,0,0,Comunidad Foral de Navarra,-66.0,-2.0,-34.0,-60.0,-29.0,15.0,100,1.0,1.0,1.0,1.0,654214.0,9801.01,66.74965131144647,ES-NC,5,74,14,1,,,,,177.0,1160,1160.0
833,16,2020-03-14,420,410,0,0,10,País Vasco,-66.0,-7.0,-30.0,-51.0,-30.0,14.0,100,1.0,1.0,1.0,1.0,2207776.0,7091.91,311.30908316659406,ES-PV,5,74,14,1,,,,,420.0,2419,2419.0
834,17,2020-03-14,138,136,2,0,0,La Rioja,-75.0,-14.0,-39.0,-56.0,-37.0,15.0,100,1.0,1.0,1.0,1.0,316798.0,5027.69,63.0106470367107,ES-RI,5,74,14,1,,,,,138.0,838,838.0
835,18,2020-03-14,496,452,33,0,11,Comunitat Valenciana,-73.0,-8.0,-45.0,-53.0,-34.0,15.0,100,1.0,1.0,1.0,1.0,5003769.0,23261.91,215.1056813477483,ES-VC,5,74,14,1,,,,,496.0,2819,2819.0
836,0,2020-03-15,450,409,41,0,0,Andalucía,-87.0,-55.0,-78.0,-68.0,-46.0,15.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381,ES-AN,6,75,15,1,,,,,450.0,2865,2865.0
837,1,2020-03-15,127,127,0,0,0,Aragón,-86.0,-49.0,-70.0,-77.0,-49.0,15.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103,ES-AR,6,75,15,1,,,,,127.0,737,737.0
838,2,2020-03-15,89,89,0,0,0,Principado de Asturias,-90.0,-53.0,-80.0,-66.0,-51.0,19.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314,ES-AS,6,75,15,1,,,,,89.0,481,481.0
839,3,2020-03-15,68,68,0,0,0,Cantabria,-89.0,-51.0,-81.0,-71.0,-49.0,18.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012,ES-CB,6,75,15,1,,,,,68.0,295,295.0
840,4,2020-03-15,2,0,1,0,1,Ceuta,-78.0,-46.0,-81.0,-56.529411764705884,-46.0,4.219178082191782,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798,ES-CE,6,75,15,1,,,,,2.0,24,24.0
841,5,2020-03-15,538,472,65,0,1,Castilla y León,-87.0,-50.0,-70.0,-73.0,-47.0,17.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.56111081816821,ES-CL,6,75,15,1,,,,,538.0,3039,3039.0
842,6,2020-03-15,774,250,3,6,515,Castilla - La Mancha,-86.0,-52.0,-70.0,-73.0,-49.0,16.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474,ES-CM,6,75,15,1,,,,,774.0,4049,4049.0
